Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jack BrabhamBRA,Brabham Repco,80,2:13:21.300,9
2,4,Denny HulmeHUL,Brabham Repco,80,+49.500s,6
3,10,Jackie StewartSTE,BRM,79,+1 lap,4
4,18,Jo SiffertSIF,Cooper Maserati,77,+3 laps,3
5,15,Chris   IrwinIRW,BRM,76,DNF,2
6,14,Pedro RodriguezROD,Cooper Maserati,76,+4 laps,1
NC,16,Guy  Ligier LIG,Cooper Maserati,68,+12 laps,0
NC,2,Chris AmonAMO,Ferrari,47,DNF,0
NC,9,Dan GurneyGUR,Eagle Weslake,40,DNF,0
NC,12,Jochen RindtRIN,Cooper Maserati,33,DNF,0
NC,8,Bruce McLarenMCL,Eagle Weslake,26,DNF,0
NC,6,Jim ClarkCLA,Lotus Ford,23,DNF,0
NC,17,Bob AndersonAND,Brabham Climax,16,DNF,0
NC,7,Graham HillHIL,Lotus Ford,13,DNF,0
NC,11,Mike SpenceSPE,BRM,9,DNF,0
