Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Pedro RodriguezROD,Cooper Maserati,80,2:05:45.900,9
2,17,John LoveLOV,Cooper Climax,80,+26.400s,6
3,11,John SurteesSUR,Honda,79,+1 lap,4
4,2,Denny HulmeHUL,Brabham Repco,78,+2 laps,3
5,14,Bob AndersonAND,Brabham Climax,78,+2 laps,2
6,1,Jack BrabhamBRA,Brabham Repco,76,+4 laps,1
NC,19,Dave CharltonCHA,Brabham Climax,63,+17 laps,0
NC,20,Luki  Botha BOT,Brabham Climax,60,+20 laps,0
NC,18,Sam TingleTIN,LDS Climax,56,DNF,0
NC,16,Piers   CourageCOU,Lotus BRM,51,DNF,0
NC,9,Dan GurneyGUR,Eagle Climax,44,DNF,0
NC,12,Jo SiffertSIF,Cooper Maserati,41,DNF,0
NC,3,Jochen RindtRIN,Cooper Maserati,38,DNF,0
NC,6,Mike SpenceSPE,BRM,31,DNF,0
NC,15,Jo BonnierBON,Cooper Maserati,30,DNF,0
NC,7,Jim ClarkCLA,Lotus BRM,22,DNF,0
NC,8,Graham HillHIL,Lotus BRM,6,DNF,0
NC,5,Jackie StewartSTE,BRM,2,DNF,0
