Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:27.617,,27
2,7,David CoulthardCOU,McLaren Mercedes,1:27.940,+0.323s,20
3,3,Michael SchumacherMSC,Ferrari,1:28.088,+0.471s,28
4,1,Jacques VilleneuveVIL,Williams Mecachrome,1:28.644,+1.027s,33
5,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:28.891,+1.274s,25
6,5,Giancarlo FisichellaFIS,Benetton Playlife,1:28.963,+1.346s,46
7,4,Eddie IrvineIRV,Ferrari,1:29.028,+1.411s,35
8,11,Olivier PanisPAN,Prost Peugeot,1:29.175,+1.558s,35
9,9,Damon HillHIL,Jordan Mugen Honda,1:29.246,+1.629s,37
10,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:29.470,+1.853s,26
11,14,Jean AlesiALE,Sauber Petronas,1:29.516,+1.899s,30
12,17,Mika SaloSAL,Arrows,1:29.828,+2.211s,28
13,6,Alexander WurzWUR,Benetton Playlife,1:29.864,+2.247s,37
14,21,Toranosuke TakagiTAK,Tyrrell Ford,1:30.190,+2.573s,39
15,15,Johnny HerbertHER,Sauber Petronas,1:30.223,+2.606s,33
16,16,Pedro DinizDIN,Arrows,1:30.795,+3.178s,20
17,12,Jarno TrulliTRU,Prost Peugeot,1:30.804,+3.187s,32
18,18,Rubens BarrichelloBAR,Stewart Ford,1:30.849,+3.232s,22
19,23,Esteban TueroTUE,Minardi Ford,1:31.954,+4.337s,32
20,22,Shinji NakanoNAK,Minardi Ford,1:32.052,+4.435s,34
21,19,Jan MagnussenMAG,Stewart Ford,1:32.196,+4.579s,17
22,20,Ricardo RossetROS,Tyrrell Ford,1:32.554,+4.937s,23
