Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:51.895,,24
2,8,Mika HakkinenHAK,McLaren Mercedes,1:51.906,+0.011s,21
3,7,David CoulthardCOU,McLaren Mercedes,1:52.629,+0.734s,23
4,9,Damon HillHIL,Jordan Mugen Honda,1:53.100,+1.205s,25
5,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:53.534,+1.639s,32
6,1,Jacques VilleneuveVIL,Williams Mecachrome,1:53.589,+1.694s,19
7,4,Eddie IrvineIRV,Ferrari,1:53.601,+1.706s,28
8,14,Jean AlesiALE,Sauber Petronas,1:53.660,+1.765s,30
9,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:54.116,+2.221s,18
10,15,Johnny HerbertHER,Sauber Petronas,1:54.130,+2.235s,29
11,6,Alexander WurzWUR,Benetton Playlife,1:54.158,+2.263s,29
12,5,Giancarlo FisichellaFIS,Benetton Playlife,1:54.171,+2.276s,30
13,18,Rubens BarrichelloBAR,Stewart Ford,1:54.433,+2.538s,26
14,12,Jarno TrulliTRU,Prost Peugeot,1:54.878,+2.983s,33
15,11,Olivier PanisPAN,Prost Peugeot,1:55.182,+3.287s,32
16,19,Jos VerstappenVER,Stewart Ford,1:55.263,+3.368s,28
17,17,Mika SaloSAL,Arrows,1:55.730,+3.835s,29
18,21,Toranosuke TakagiTAK,Tyrrell Ford,1:56.080,+4.185s,33
19,16,Pedro DinizDIN,Arrows,1:56.431,+4.536s,29
20,23,Esteban TueroTUE,Minardi Ford,1:57.014,+5.119s,33
21,22,Shinji NakanoNAK,Minardi Ford,1:57.682,+5.787s,30
22,20,Ricardo RossetROS,Tyrrell Ford,1:58.178,+6.283s,34
