Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:21.937,,31
2,5,Giancarlo FisichellaFIS,Benetton Playlife,1:22.205,+0.268s,36
3,7,David CoulthardCOU,McLaren Mercedes,1:22.757,+0.820s,29
4,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:23.656,+1.719s,42
5,3,Michael SchumacherMSC,Ferrari,1:23.685,+1.748s,24
6,4,Eddie IrvineIRV,Ferrari,1:23.765,+1.828s,43
7,15,Johnny HerbertHER,Sauber Petronas,1:23.914,+1.977s,43
8,6,Alexander WurzWUR,Benetton Playlife,1:23.946,+2.009s,40
9,1,Jacques VilleneuveVIL,Williams Mecachrome,1:24.081,+2.144s,38
10,12,Jarno TrulliTRU,Prost Peugeot,1:24.191,+2.254s,32
11,16,Pedro DinizDIN,Arrows,1:24.735,+2.798s,43
12,14,Jean AlesiALE,Sauber Petronas,1:24.901,+2.964s,35
13,11,Olivier PanisPAN,Prost Peugeot,1:25.119,+3.182s,29
14,17,Mika SaloSAL,Arrows,1:25.400,+3.463s,41
15,19,Jan MagnussenMAG,Stewart Ford,1:25.836,+3.899s,33
16,18,Rubens BarrichelloBAR,Stewart Ford,1:25.863,+3.926s,26
17,9,Damon HillHIL,Jordan Mugen Honda,1:25.947,+4.010s,22
18,20,Ricardo RossetROS,Tyrrell Ford,1:26.625,+4.688s,47
19,21,Toranosuke TakagiTAK,Tyrrell Ford,1:26.761,+4.824s,43
20,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:27.160,+5.223s,24
21,23,Esteban TueroTUE,Minardi Ford,1:27.844,+5.907s,22
22,22,Shinji NakanoNAK,Minardi Ford,1:28.652,+6.715s,16
