Pos,No,Driver,Car,Time,Gap,Laps
1,4,Eddie IrvineIRV,Ferrari,1:24.987,,23
2,3,Michael SchumacherMSC,Ferrari,1:25.246,+0.259s,12
3,7,David CoulthardCOU,McLaren Mercedes,1:25.690,+0.703s,26
4,1,Jacques VilleneuveVIL,Williams Mecachrome,1:26.053,+1.066s,26
5,8,Mika HakkinenHAK,McLaren Mercedes,1:26.159,+1.172s,16
6,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:26.528,+1.541s,26
7,12,Jarno TrulliTRU,Prost Peugeot,1:26.748,+1.761s,25
8,9,Damon HillHIL,Jordan Mugen Honda,1:26.838,+1.851s,25
9,5,Giancarlo FisichellaFIS,Benetton Playlife,1:26.885,+1.898s,17
10,6,Alexander WurzWUR,Benetton Playlife,1:26.886,+1.899s,18
11,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:27.079,+2.092s,29
12,15,Johnny HerbertHER,Sauber Petronas,1:27.541,+2.554s,29
13,11,Olivier PanisPAN,Prost Peugeot,1:27.676,+2.689s,12
14,18,Rubens BarrichelloBAR,Stewart Ford,1:28.066,+3.079s,19
15,20,Ricardo RossetROS,Tyrrell Ford,1:28.098,+3.111s,18
16,21,Toranosuke TakagiTAK,Tyrrell Ford,1:28.135,+3.148s,29
17,19,Jos VerstappenVER,Stewart Ford,1:28.606,+3.619s,14
18,23,Esteban TueroTUE,Minardi Ford,1:28.847,+3.860s,30
19,22,Shinji NakanoNAK,Minardi Ford,1:28.849,+3.862s,27
20,17,Mika SaloSAL,Arrows,1:29.603,+4.616s,11
21,16,Pedro DinizDIN,Arrows,1:53.671,+28.684s,7
22,14,Jean AlesiALE,Sauber Petronas,18:20.632,+1015.645s,2
