Pos,No,Driver,Car,Time,Gap,Laps
1,7,David CoulthardCOU,McLaren Mercedes,1:13.703,,36
2,5,Giancarlo FisichellaFIS,Benetton Playlife,1:13.704,+0.001s,43
3,8,Mika HakkinenHAK,McLaren Mercedes,1:13.746,+0.043s,30
4,15,Johnny HerbertHER,Sauber Petronas,1:14.103,+0.400s,45
5,18,Rubens BarrichelloBAR,Stewart Ford,1:14.302,+0.599s,35
6,6,Alexander WurzWUR,Benetton Playlife,1:14.397,+0.694s,34
7,3,Michael SchumacherMSC,Ferrari,1:14.411,+0.708s,25
8,4,Eddie IrvineIRV,Ferrari,1:14.523,+0.820s,31
9,9,Damon HillHIL,Jordan Mugen Honda,1:14.535,+0.832s,46
10,14,Jean AlesiALE,Sauber Petronas,1:14.627,+0.924s,35
11,12,Jarno TrulliTRU,Prost Peugeot,1:14.685,+0.982s,44
12,11,Olivier PanisPAN,Prost Peugeot,1:14.755,+1.052s,50
13,1,Jacques VilleneuveVIL,Williams Mecachrome,1:14.820,+1.117s,39
14,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:15.117,+1.414s,28
15,21,Toranosuke TakagiTAK,Tyrrell Ford,1:15.158,+1.455s,48
16,19,Jos VerstappenVER,Stewart Ford,1:15.231,+1.528s,35
17,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:15.345,+1.642s,25
18,17,Mika SaloSAL,Arrows,1:15.696,+1.993s,31
19,22,Shinji NakanoNAK,Minardi Ford,1:16.171,+2.468s,43
20,16,Pedro DinizDIN,Arrows,1:16.303,+2.600s,35
21,23,Esteban TueroTUE,Minardi Ford,1:16.582,+2.879s,28
22,20,Ricardo RossetROS,Tyrrell Ford,1:18.469,+4.766s,36
