Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:18.573,,25
2,7,David CoulthardCOU,McLaren Mercedes,1:18.799,+0.226s,29
3,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:19.721,+1.148s,40
4,11,Olivier PanisPAN,Prost Peugeot,1:19.786,+1.213s,33
5,4,Eddie IrvineIRV,Ferrari,1:19.916,+1.343s,41
6,6,Alexander WurzWUR,Benetton Playlife,1:19.936,+1.363s,40
7,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:19.937,+1.364s,37
8,18,Rubens BarrichelloBAR,Stewart Ford,1:20.010,+1.437s,37
9,14,Jean AlesiALE,Sauber Petronas,1:20.021,+1.448s,42
10,1,Jacques VilleneuveVIL,Williams Mecachrome,1:20.031,+1.458s,39
11,3,Michael SchumacherMSC,Ferrari,1:20.164,+1.591s,38
12,9,Damon HillHIL,Jordan Mugen Honda,1:20.527,+1.954s,38
13,5,Giancarlo FisichellaFIS,Benetton Playlife,1:20.777,+2.204s,26
14,19,Jan MagnussenMAG,Stewart Ford,1:20.839,+2.266s,32
15,12,Jarno TrulliTRU,Prost Peugeot,1:20.919,+2.346s,22
16,17,Mika SaloSAL,Arrows,1:21.116,+2.543s,27
17,16,Pedro DinizDIN,Arrows,1:21.298,+2.725s,36
18,21,Toranosuke TakagiTAK,Tyrrell Ford,1:21.598,+3.025s,30
19,23,Esteban TueroTUE,Minardi Ford,1:21.901,+3.328s,44
20,22,Shinji NakanoNAK,Minardi Ford,1:21.938,+3.365s,33
21,20,Ricardo RossetROS,Tyrrell Ford,1:22.962,+4.389s,18
22,15,Johnny HerbertHER,Sauber Petronas,2:06.081,+47.508s,5
