Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,63,George RussellRUS,Mercedes,54,23:05:33,1:46.458,171.211
2,11,Sergio PerezPER,Red Bull Racing RBPT,57,23:07:32,1:48.165,168.509
3,55,Carlos SainzSAI,Ferrari,59,23:11:26,1:48.414,168.122
4,16,Charles LeclercLEC,Ferrari,54,23:02:11,1:48.753,167.598
5,1,Max VerstappenVER,Red Bull Racing RBPT,52,22:59:20,1:49.142,167.000
6,4,Lando NorrisNOR,McLaren Mercedes,56,23:06:07,1:49.212,166.893
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,58,23:10:20,1:50.283,165.272
8,47,Mick SchumacherMSC,Haas Ferrari,58,23:12:34,1:50.290,165.262
9,10,Pierre GaslyGAS,AlphaTauri RBPT,56,23:06:50,1:50.569,164.845
10,44,Lewis HamiltonHAM,Mercedes,58,23:10:27,1:50.622,164.766
11,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,58,23:10:23,1:50.669,164.696
12,3,Daniel RicciardoRIC,McLaren Mercedes,57,23:08:25,1:51.006,164.196
13,77,Valtteri BottasBOT,Alfa Romeo Ferrari,52,22:59:29,1:51.864,162.937
14,20,Kevin MagnussenMAG,Haas Ferrari,59,23:12:49,1:52.067,162.641
15,22,Yuki TsunodaTSU,AlphaTauri RBPT,32,22:18:12,1:58.716,153.532
16,14,Fernando AlonsoALO,Alpine Renault,19,21:49:29,2:00.463,151.306
17,31,Esteban OconOCO,Alpine Renault,24,22:00:47,2:01.105,150.504
18,23,Alexander AlbonALB,Williams Mercedes,24,22:01:00,2:02.121,149.251
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,5,21:19:49,2:05.556,145.168
20,6,Nicholas LatifiLAT,Williams Mercedes,5,21:19:49,2:05.585,145.135
