Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,16,Charles LeclercLEC,Ferrari,58,16:30:59,1:20.260,236.740
2,14,Fernando AlonsoALO,Alpine Renault,57,16:31:30,1:20.846,235.024
3,11,Sergio PerezPER,Red Bull Racing RBPT,58,16:31:20,1:21.094,234.305
4,63,George RussellRUS,Mercedes,53,16:24:35,1:21.495,233.152
5,77,Valtteri BottasBOT,Alfa Romeo Ferrari,54,16:26:39,1:21.651,232.707
6,1,Max VerstappenVER,Red Bull Racing RBPT,37,16:01:55,1:21.677,232.633
7,44,Lewis HamiltonHAM,Mercedes,51,16:21:52,1:21.886,232.039
8,4,Lando NorrisNOR,McLaren Mercedes,55,16:27:39,1:22.248,231.018
9,3,Daniel RicciardoRIC,McLaren Mercedes,54,16:26:22,1:22.451,230.449
10,31,Esteban OconOCO,Alpine Renault,58,16:32:01,1:22.469,230.399
11,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,55,16:28:09,1:22.541,230.198
12,23,Alexander AlbonALB,Williams Mercedes,54,16:26:27,1:22.589,230.064
13,10,Pierre GaslyGAS,AlphaTauri RBPT,52,16:23:54,1:22.731,229.669
14,47,Mick SchumacherMSC,Haas Ferrari,55,16:28:14,1:23.006,228.908
15,20,Kevin MagnussenMAG,Haas Ferrari,44,16:12:51,1:23.071,228.729
16,22,Yuki TsunodaTSU,AlphaTauri RBPT,56,16:29:42,1:23.342,227.985
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,48,16:18:20,1:23.592,227.304
18,6,Nicholas LatifiLAT,Williams Mercedes,49,16:19:55,1:23.882,226.518
19,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,17,15:30:47,1:25.189,223.042
