Pos,No,Driver,Car,Time,Gap,Laps
1,0,Damon HillHIL,Williams Renault,1:20.699,,23
2,2,David CoulthardCOU,Williams Renault,1:20.954,+0.255s,23
3,27,Jean AlesiALE,Ferrari,1:22.004,+1.305s,10
4,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:22.013,+1.314s,22
5,14,Rubens BarrichelloBAR,Jordan Hart,1:22.113,+1.414s,19
6,15,Eddie IrvineIRV,Jordan Hart,1:22.242,+1.543s,23
7,8,Martin BrundleBRU,McLaren Peugeot,1:22.266,+1.567s,22
8,6,Jos VerstappenVER,Benetton Ford,1:22.294,+1.595s,23
9,9,Christian FittipaldiFIT,Footwork Ford,1:22.396,+1.697s,23
10,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:22.414,+1.715s,22
11,7,Mika HakkinenHAK,McLaren Peugeot,1:22.659,+1.960s,22
12,28,Gerhard BergerBER,Ferrari,1:22.670,+1.971s,20
13,10,Gianni MorbidelliMOR,Footwork Ford,1:22.717,+2.018s,17
14,25,Eric BernardBER,Ligier Renault,1:22.994,+2.295s,23
15,26,Olivier PanisPAN,Ligier Renault,1:23.189,+2.490s,23
16,5,Jyrki JarvilehtoJAR,Benetton Ford,1:23.204,+2.505s,21
17,23,Pierluigi MartiniMAR,Minardi Ford,1:23.239,+2.540s,23
18,4,Mark BlundellBLU,Tyrrell Yamaha,1:23.480,+2.781s,23
19,12,Johnny HerbertHER,Lotus Mugen Honda,1:23.514,+2.815s,17
20,20,Erik ComasCOM,Larrousse Ford,1:23.672,+2.973s,23
21,29,Andrea de CesarisDEC,Sauber Mercedes,1:23.828,+3.129s,23
22,19,Yannick DalmasDAL,Larrousse Ford,1:24.304,+3.605s,23
23,24,Michele AlboretoALB,Minardi Ford,1:24.321,+3.622s,23
24,31,David BrabhamBRA,Simtek Ford,1:24.389,+3.690s,22
25,32,Jean-Marc GounonGOU,Simtek Ford,1:24.986,+4.287s,20
26,11,Philippe AdamsADA,Lotus Mugen Honda,1:25.580,+4.881s,23
27,34,Bertrand GachotGAC,Pacific Ilmor,1:26.922,+6.223s,14
28,33,Paul BelmondoBEL,Pacific Ilmor,1:28.375,+7.676s,12
