Pos,No,Driver,Car,Time,Gap,Laps
1,0,Damon HillHIL,Williams Renault,1:22.755,,23
2,14,Rubens BarrichelloBAR,Jordan Hart,1:23.510,+0.755s,20
3,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:23.544,+0.789s,21
4,5,Michael SchumacherMSC,Benetton Ford,1:23.663,+0.908s,23
5,15,Eddie IrvineIRV,Jordan Hart,1:23.717,+0.962s,22
6,2,Nigel MansellMAN,Williams Renault,1:23.832,+1.077s,23
7,7,Mika HakkinenHAK,McLaren Peugeot,1:23.863,+1.108s,23
8,28,Gerhard BergerBER,Ferrari,1:24.341,+1.586s,20
9,25,Johnny HerbertHER,Ligier Renault,1:24.405,+1.650s,22
10,6,Jos VerstappenVER,Benetton Ford,1:24.455,+1.700s,23
11,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.496,+1.741s,21
12,26,Olivier PanisPAN,Ligier Renault,1:24.576,+1.821s,23
13,10,Gianni MorbidelliMOR,Footwork Ford,1:24.612,+1.857s,23
14,27,Jean AlesiALE,Ferrari,1:24.738,+1.983s,20
15,4,Mark BlundellBLU,Tyrrell Yamaha,1:24.907,+2.152s,23
16,8,Martin BrundleBRU,McLaren Peugeot,1:25.146,+2.391s,23
17,9,Christian FittipaldiFIT,Footwork Ford,1:25.219,+2.464s,20
18,23,Pierluigi MartiniMAR,Minardi Ford,1:25.530,+2.775s,11
19,24,Michele AlboretoALB,Minardi Ford,1:25.713,+2.958s,22
20,12,Alessandro ZanardiZAN,Lotus Mugen Honda,1:25.809,+3.054s,23
21,29,Andrea de CesarisDEC,Sauber Mercedes,1:26.199,+3.444s,22
22,20,Erik ComasCOM,Larrousse Ford,1:26.310,+3.555s,22
23,11,Eric BernardBER,Lotus Mugen Honda,1:26.577,+3.822s,23
24,31,David BrabhamBRA,Simtek Ford,1:27.148,+4.393s,22
25,19,Hideki NodaNOD,Jordan Hart,1:27.685,+4.930s,23
26,32,Domenico SchiattarellaSCH,Simtek Ford,1:28.637,+5.882s,23
27,34,Bertrand GachotGAC,Pacific Ilmor,1:29.528,+6.773s,23
28,33,Paul BelmondoBEL,Pacific Ilmor,1:29.830,+7.075s,22
