Pos,No,Driver,Car,Time,Gap,Laps
1,2,Nigel MansellMAN,Williams Renault,1:17.283,,23
2,0,Damon HillHIL,Williams Renault,1:17.297,+0.014s,21
3,5,Michael SchumacherMSC,Benetton Ford,1:17.358,+0.075s,11
4,27,Jean AlesiALE,Ferrari,1:17.439,+0.156s,20
5,14,Rubens BarrichelloBAR,Jordan Hart,1:17.502,+0.219s,23
6,8,Martin BrundleBRU,McLaren Peugeot,1:17.609,+0.326s,23
7,26,Olivier PanisPAN,Ligier Renault,1:17.613,+0.330s,23
8,15,Eddie IrvineIRV,Jordan Hart,1:17.614,+0.331s,22
9,28,Gerhard BergerBER,Ferrari,1:17.775,+0.492s,15
10,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:17.876,+0.593s,12
11,7,Mika HakkinenHAK,McLaren Peugeot,1:18.167,+0.884s,16
12,29,Andrea de CesarisDEC,Sauber Mercedes,1:18.220,+0.937s,22
13,6,Jos VerstappenVER,Benetton Ford,1:18.229,+0.946s,22
14,23,Pierluigi MartiniMAR,Minardi Ford,1:18.325,+1.042s,22
15,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:18.543,+1.260s,20
16,25,Eric BernardBER,Ligier Renault,1:18.566,+1.283s,22
17,20,Erik ComasCOM,Larrousse Ford,1:18.571,+1.288s,23
18,10,Gianni MorbidelliMOR,Footwork Ford,1:18.727,+1.444s,17
19,24,Michele AlboretoALB,Minardi Ford,1:18.733,+1.450s,23
20,4,Mark BlundellBLU,Tyrrell Yamaha,1:18.864,+1.581s,23
21,9,Christian FittipaldiFIT,Footwork Ford,1:19.145,+1.862s,23
22,12,Johnny HerbertHER,Lotus Mugen Honda,1:19.445,+2.162s,22
23,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:19.525,+2.242s,23
24,19,Olivier BerettaBER,Larrousse Ford,1:19.938,+2.655s,23
25,32,Jean-Marc GounonGOU,Simtek Ford,1:20.770,+3.487s,11
26,31,David BrabhamBRA,Simtek Ford,1:20.981,+3.698s,12
27,34,Bertrand GachotGAC,Pacific Ilmor,1:21.884,+4.601s,19
28,33,Paul BelmondoBEL,Pacific Ilmor,1:22.630,+5.347s,23
