Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Benetton Ford,1:22.084,,22
2,0,Damon HillHIL,Williams Renault,1:22.432,+0.348s,20
3,7,Mika HakkinenHAK,McLaren Peugeot,1:22.772,+0.688s,22
4,2,David CoulthardCOU,Williams Renault,1:22.929,+0.845s,22
5,8,Martin BrundleBRU,McLaren Peugeot,1:23.846,+1.762s,23
6,14,Rubens BarrichelloBAR,Jordan Hart,1:24.530,+2.446s,20
7,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.675,+2.591s,23
8,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:24.833,+2.749s,21
9,23,Pierluigi MartiniMAR,Minardi Ford,1:24.984,+2.900s,22
10,4,Mark BlundellBLU,Tyrrell Yamaha,1:25.123,+3.039s,22
11,20,Erik ComasCOM,Larrousse Ford,1:25.149,+3.065s,23
12,6,Jyrki JarvilehtoJAR,Benetton Ford,1:25.153,+3.069s,15
13,26,Olivier PanisPAN,Ligier Renault,1:25.193,+3.109s,20
14,15,Eddie IrvineIRV,Jordan Hart,1:25.206,+3.122s,22
15,24,Michele AlboretoALB,Minardi Ford,1:25.352,+3.268s,19
16,27,Jean AlesiALE,Ferrari,1:25.458,+3.374s,13
17,25,Eric BernardBER,Ligier Renault,1:25.536,+3.452s,19
18,10,Gianni MorbidelliMOR,Footwork Ford,1:25.645,+3.561s,16
19,9,Christian FittipaldiFIT,Footwork Ford,1:26.263,+4.179s,10
20,19,Olivier BerettaBER,Larrousse Ford,1:26.333,+4.249s,17
21,28,Gerhard BergerBER,Ferrari,1:26.427,+4.343s,14
22,31,David BrabhamBRA,Simtek Ford,1:27.240,+5.156s,20
23,12,Johnny HerbertHER,Lotus Mugen Honda,1:28.054,+5.970s,16
24,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:28.553,+6.469s,17
25,32,Andrea MonterminiMON,Simtek Ford,1:28.887,+6.803s,17
26,34,Bertrand GachotGAC,Pacific Ilmor,1:30.099,+8.015s,20
27,33,Paul BelmondoBEL,Pacific Ilmor,1:31.217,+9.133s,18
