Pos,No,Driver,Car,Time,Gap,Laps
1,2,Ayrton SennaSEN,Williams Renault,1:22.083,,19
2,5,Michael SchumacherMSC,Benetton Ford,1:22.200,+0.117s,22
3,0,Damon HillHIL,Williams Renault,1:23.234,+1.151s,20
4,8,Martin BrundleBRU,McLaren Peugeot,1:23.246,+1.163s,21
5,29,Karl WendlingerWEN,Sauber Mercedes,1:23.396,+1.313s,16
6,27,Nicola LariniLAR,Ferrari,1:23.596,+1.513s,20
7,28,Gerhard BergerBER,Ferrari,1:23.732,+1.649s,18
8,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:23.742,+1.659s,22
9,6,Jyrki JarvilehtoJAR,Benetton Ford,1:23.747,+1.664s,22
10,4,Mark BlundellBLU,Tyrrell Yamaha,1:23.857,+1.774s,22
11,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.013,+1.930s,22
12,7,Mika HakkinenHAK,McLaren Peugeot,1:24.092,+2.009s,22
13,10,Gianni MorbidelliMOR,Footwork Ford,1:24.347,+2.264s,18
14,9,Christian FittipaldiFIT,Footwork Ford,1:24.719,+2.636s,21
15,24,Michele AlboretoALB,Minardi Ford,1:25.045,+2.962s,22
16,23,Pierluigi MartiniMAR,Minardi Ford,1:25.092,+3.009s,22
17,20,Erik ComasCOM,Larrousse Ford,1:25.578,+3.495s,16
18,11,Pedro LamyLAM,Lotus Mugen Honda,1:25.583,+3.500s,22
19,26,Olivier PanisPAN,Ligier Renault,1:25.641,+3.558s,20
20,25,Eric BernardBER,Ligier Renault,1:25.924,+3.841s,17
21,15,Andrea de CesarisDEC,Jordan Hart,1:25.992,+3.909s,22
22,12,Johnny HerbertHER,Lotus Mugen Honda,1:26.491,+4.408s,19
23,19,Olivier BerettaBER,Larrousse Ford,1:26.631,+4.548s,22
24,31,David BrabhamBRA,Simtek Ford,1:26.904,+4.821s,4
25,32,Roland RatzenbergerRAT,Simtek Ford,1:27.371,+5.288s,21
26,33,Paul BelmondoBEL,Pacific Ilmor,1:28.435,+6.352s,13
27,34,Bertrand GachotGAC,Pacific Ilmor,1:28.722,+6.639s,9
