Pos,No,Driver,Car,Time,Gap,Laps
1,8,Martin BrundleBRU,McLaren Peugeot,2:32.600,,9
2,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,2:34.251,+1.651s,6
3,7,Mika HakkinenHAK,McLaren Peugeot,2:35.033,+2.433s,9
4,28,Gerhard BergerBER,Ferrari,2:35.278,+2.678s,6
5,5,Michael SchumacherMSC,Benetton Ford,2:35.347,+2.747s,5
6,2,David CoulthardCOU,Williams Renault,2:37.630,+5.030s,5
7,0,Damon HillHIL,Williams Renault,2:40.170,+7.570s,6
8,10,Gianni MorbidelliMOR,Footwork Ford,2:41.165,+8.565s,6
9,9,Christian FittipaldiFIT,Footwork Ford,2:41.177,+8.577s,10
10,20,Erik ComasCOM,Larrousse Ford,2:41.285,+8.685s,3
11,32,Jean-Marc GounonGOU,Simtek Ford,2:44.545,+11.945s,3
12,34,Bertrand GachotGAC,Pacific Ilmor,2:45.642,+13.042s,8
13,19,Philippe AlliotALL,Larrousse Ford,2:48.847,+16.247s,3
14,11,Philippe AdamsADA,Lotus Mugen Honda,2:53.636,+21.036s,6
15,14,Rubens BarrichelloBAR,Jordan Hart,2:57.980,+25.380s,3
16,24,Michele AlboretoALB,Minardi Ford,2:59.304,+26.704s,6
17,29,Andrea de CesarisDEC,Sauber Mercedes,3:05.103,+32.503s,4
18,3,Ukyo KatayamaKAT,Tyrrell Yamaha,4:57.558,+144.958s,1
19,6,Jos VerstappenVER,Benetton Ford,5:10.728,+158.128s,1
20,23,Pierluigi MartiniMAR,Minardi Ford,7:27.562,+294.962s,1
21,4,Mark BlundellBLU,Tyrrell Yamaha,7:47.295,+314.695s,1
22,31,David BrabhamBRA,Simtek Ford,8:10.748,+338.148s,1
23,27,Jean AlesiALE,Ferrari,25:37.736,+1385.136s,2
