Pos,No,Driver,Car,Time,Gap,Laps
1,27,Jean AlesiALE,Ferrari,1:26.966,,19
2,5,Michael SchumacherMSC,Benetton Ford,1:27.135,+0.169s,22
3,0,Damon HillHIL,Williams Renault,1:27.472,+0.506s,22
4,10,Gianni MorbidelliMOR,Footwork Ford,1:27.635,+0.669s,21
5,15,Eddie IrvineIRV,Jordan Hart,1:27.745,+0.779s,21
6,7,Mika HakkinenHAK,McLaren Peugeot,1:27.848,+0.882s,18
7,28,Gerhard BergerBER,Ferrari,1:27.900,+0.934s,20
8,2,David CoulthardCOU,Williams Renault,1:27.905,+0.939s,22
9,14,Rubens BarrichelloBAR,Jordan Hart,1:28.124,+1.158s,22
10,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:28.147,+1.181s,12
11,8,Martin BrundleBRU,McLaren Peugeot,1:28.285,+1.319s,22
12,4,Mark BlundellBLU,Tyrrell Yamaha,1:28.543,+1.577s,21
13,23,Pierluigi MartiniMAR,Minardi Ford,1:28.670,+1.704s,22
14,24,Michele AlboretoALB,Minardi Ford,1:28.764,+1.798s,22
15,9,Christian FittipaldiFIT,Footwork Ford,1:28.782,+1.816s,18
16,20,Erik ComasCOM,Larrousse Ford,1:28.843,+1.877s,23
17,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:28.878,+1.912s,15
18,26,Olivier PanisPAN,Ligier Renault,1:28.882,+1.916s,23
19,6,Jyrki JarvilehtoJAR,Benetton Ford,1:29.138,+2.172s,23
20,19,Olivier BerettaBER,Larrousse Ford,1:29.205,+2.239s,21
21,29,Andrea de CesarisDEC,Sauber Mercedes,1:29.222,+2.256s,23
22,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:29.973,+3.007s,22
23,12,Johnny HerbertHER,Lotus Mugen Honda,1:30.107,+3.141s,16
24,25,Eric BernardBER,Ligier Renault,1:30.593,+3.627s,18
25,31,David BrabhamBRA,Simtek Ford,1:31.158,+4.192s,13
26,34,Bertrand GachotGAC,Pacific Ilmor,1:32.973,+6.007s,22
27,33,Paul BelmondoBEL,Pacific Ilmor,1:34.205,+7.239s,11
