Pos,No,Driver,Car,Time,Gap,Laps
1,2,Ayrton SennaSEN,Williams Renault,1:16.082,,21
2,5,Michael SchumacherMSC,Benetton Ford,1:17.074,+0.992s,21
3,0,Damon HillHIL,Williams Renault,1:17.617,+1.535s,20
4,24,Michele AlboretoALB,Minardi Ford,1:17.818,+1.736s,19
5,9,Christian FittipaldiFIT,Footwork Ford,1:18.253,+2.171s,23
6,6,Jos VerstappenVER,Benetton Ford,1:18.254,+2.172s,23
7,10,Gianni MorbidelliMOR,Footwork Ford,1:18.300,+2.218s,21
8,27,Jean AlesiALE,Ferrari,1:18.430,+2.348s,16
9,14,Rubens BarrichelloBAR,Jordan Hart,1:18.459,+2.377s,22
10,15,Eddie IrvineIRV,Jordan Hart,1:18.505,+2.423s,21
11,20,Erik ComasCOM,Larrousse Ford,1:18.675,+2.593s,23
12,7,Mika HakkinenHAK,McLaren Peugeot,1:18.714,+2.632s,18
13,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:18.782,+2.700s,22
14,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:18.823,+2.741s,22
15,4,Mark BlundellBLU,Tyrrell Yamaha,1:19.123,+3.041s,21
16,19,Olivier BerettaBER,Larrousse Ford,1:19.625,+3.543s,23
17,23,Pierluigi MartiniMAR,Minardi Ford,1:19.670,+3.588s,8
18,12,Johnny HerbertHER,Lotus Mugen Honda,1:19.775,+3.693s,21
19,8,Martin BrundleBRU,McLaren Peugeot,1:19.955,+3.873s,22
20,25,Eric BernardBER,Ligier Renault,1:20.091,+4.009s,22
21,26,Olivier PanisPAN,Ligier Renault,1:20.100,+4.018s,22
22,28,Gerhard BergerBER,Ferrari,1:20.202,+4.120s,10
23,29,Karl WendlingerWEN,Sauber Mercedes,1:20.206,+4.124s,12
24,31,David BrabhamBRA,Simtek Ford,1:20.396,+4.314s,21
25,11,Pedro LamyLAM,Lotus Mugen Honda,1:21.381,+5.299s,14
26,34,Bertrand GachotGAC,Pacific Ilmor,1:22.029,+5.947s,21
27,32,Roland RatzenbergerRAT,Simtek Ford,1:24.432,+8.350s,10
28,33,Paul BelmondoBEL,Pacific Ilmor,3:48.480,+152.398s,1
