Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Mark WebberWEB,RBR Renault,53,1:37.054,205.605
2,8,Fernando AlonsoALO,Ferrari,41,1:37.231,205.230
3,16,Sebastien BuemiBUE,STR Ferrari,54,1:37.610,204.433
4,2,Lewis HamiltonHAM,McLaren Mercedes,32,1:37.745,204.151
5,7,Felipe MassaMAS,Ferrari,48,1:37.784,204.070
6,5,Sebastian VettelVET,RBR Renault,53,1:37.813,204.009
7,11,Robert KubicaKUB,Renault,55,1:38.074,203.466
8,4,Nico RosbergROS,Mercedes,53,1:38.129,203.352
9,14,Adrian SutilSUT,Force India Mercedes,55,1:38.160,203.288
10,1,Jenson ButtonBUT,McLaren Mercedes,49,1:38.501,202.584
11,10,Nico HulkenbergHUL,Williams Cosworth,51,1:39.124,201.311
12,9,Rubens BarrichelloBAR,Williams Cosworth,46,1:39.428,200.695
13,17,Jaime AlguersuariALG,STR Ferrari,44,1:39.489,200.572
14,12,Vitaly PetrovPET,Renault,32,1:40.693,198.174
15,3,Michael SchumacherMSC,Mercedes,9,1:42.084,195.474
16,15,Vitantonio LiuzziLIU,Force India Mercedes,9,1:42.594,194.502
17,19,Heikki KovalainenKOV,Lotus Cosworth,44,1:42.701,194.299
18,25,Lucas di GrassiDIG,Virgin Cosworth,28,1:43.224,193.315
19,23,Kamui KobayashiKOB,Sauber Ferrari,6,1:43.340,193.098
20,18,Jarno TrulliTRU,Lotus Cosworth,31,1:43.753,192.329
21,20,Karun ChandhokCHD,HRT Cosworth,40,1:44.790,190.426
22,21,Bruno SennaSEN,HRT Cosworth,39,1:45.334,189.443
23,24,Timo GlockGLO,Virgin Cosworth,2,1:46.388,187.566
