Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Lewis HamiltonHAM,McLaren Mercedes,13,1:42.061,192.273
2,5,Sebastian VettelVET,RBR Renault,14,1:42.358,191.715
3,6,Mark WebberWEB,RBR Renault,14,1:42.609,191.246
4,1,Jenson ButtonBUT,McLaren Mercedes,14,1:42.886,190.731
5,4,Nico RosbergROS,Mercedes,14,1:43.245,190.068
6,11,Robert KubicaKUB,Renault,14,1:43.630,189.362
7,17,Jaime AlguersuariALG,STR Ferrari,14,1:43.755,189.134
8,12,Vitaly PetrovPET,Renault,14,1:43.801,189.050
9,8,Fernando AlonsoALO,Ferrari,14,1:44.134,188.445
10,3,Michael SchumacherMSC,Mercedes,14,1:44.298,188.149
11,14,Adrian SutilSUT,Force India Mercedes,14,1:44.364,188.030
12,10,Nico HulkenbergHUL,Williams Cosworth,13,1:44.549,187.697
13,7,Felipe MassaMAS,Ferrari,14,1:44.594,187.616
14,9,Rubens BarrichelloBAR,Williams Cosworth,17,1:45.559,185.901
15,19,Heikki KovalainenKOV,Lotus Cosworth,14,1:47.141,183.156
16,22,Pedro de la RosaDLR,Sauber Ferrari,6,1:47.739,182.140
17,21,Bruno SennaSEN,HRT Cosworth,16,1:48.216,181.337
18,20,Karun ChandhokCHD,HRT Cosworth,15,1:48.788,180.383
19,18,Jarno TrulliTRU,Lotus Cosworth,14,1:49.675,178.925
20,25,Lucas di GrassiDIG,Virgin Cosworth,7,1:53.185,173.376
