Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Lewis HamiltonHAM,McLaren Mercedes,32,1:49.069,231.178
2,6,Mark WebberWEB,RBR Renault,32,1:49.395,230.489
3,11,Robert KubicaKUB,Renault,29,1:49.807,229.624
4,7,Felipe MassaMAS,Ferrari,26,1:50.111,228.990
5,14,Adrian SutilSUT,Force India Mercedes,25,1:50.477,228.232
6,5,Sebastian VettelVET,RBR Renault,22,1:50.868,227.427
7,12,Vitaly PetrovPET,Renault,32,1:51.175,226.799
8,8,Fernando AlonsoALO,Ferrari,29,1:51.374,226.393
9,17,Jaime AlguersuariALG,STR Ferrari,31,1:51.576,225.984
10,4,Nico RosbergROS,Mercedes,31,1:51.688,225.757
11,23,Kamui KobayashiKOB,Sauber Ferrari,29,1:51.749,225.634
12,10,Nico HulkenbergHUL,Williams Cosworth,28,1:51.864,225.402
13,3,Michael SchumacherMSC,Mercedes,32,1:51.914,225.301
14,15,Vitantonio LiuzziLIU,Force India Mercedes,31,1:52.267,224.593
15,22,Pedro de la RosaDLR,Sauber Ferrari,31,1:52.537,224.054
16,1,Jenson ButtonBUT,McLaren Mercedes,6,1:52.879,223.375
17,16,Sebastien BuemiBUE,STR Ferrari,30,1:52.966,223.203
18,18,Jarno TrulliTRU,Lotus Cosworth,24,1:55.103,219.059
19,24,Timo GlockGLO,Virgin Cosworth,31,1:55.268,218.745
20,20,Sakon YamamotoYAM,HRT Cosworth,31,1:55.484,218.336
21,25,Lucas di GrassiDIG,Virgin Cosworth,25,1:55.705,217.919
22,19,Heikki KovalainenKOV,Lotus Cosworth,23,1:55.797,217.746
23,21,Bruno SennaSEN,HRT Cosworth,5,2:20.201,179.844
