Pos,No,Driver,Car,Time
1,3,Jenson ButtonBUT,BAR Honda,1:15.217
2,1,Michael SchumacherMSC,Ferrari,1:15.475
3,5,Fernando AlonsoALO,Renault,1:15.561
4,6,Giancarlo FisichellaFIS,Renault,1:15.577
5,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:15.669
6,4,Takuma SatoSAT,BAR Honda,1:15.729
7,9,Kimi RäikkönenRAI,McLaren Mercedes,1:15.923
8,11,Jacques VilleneuveVIL,Sauber Petronas,1:16.116
9,16,Jarno TrulliTRU,Toyota,1:16.201
10,17,Ralf SchumacherRSC,Toyota,1:16.362
11,12,Felipe MassaMAS,Sauber Petronas,1:16.661
12,14,David CoulthardCOU,RBR Cosworth,1:16.890
13,8,Nick HeidfeldHEI,Williams BMW,1:17.081
14,7,Mark WebberWEB,Williams BMW,1:17.749
15,21,Christijan AlbersALB,Minardi Cosworth,1:18.214
16,15,Christian KlienKLI,RBR Cosworth,1:18.249
17,19,Narain KarthikeyanKAR,Jordan Toyota,1:18.664
18,18,Tiago MonteiroMON,Jordan Toyota,1:19.034
19,20,Patrick Friesacher FRI,Minardi Cosworth,1:19.574
20,2,Rubens BarrichelloBAR,Ferrari,
