Pos,No,Driver,Car,Time
1,9,Kimi RäikkönenRAI,McLaren Mercedes,1:14.320
2,3,Jenson ButtonBUT,BAR Honda,1:14.759
3,5,Fernando AlonsoALO,Renault,1:14.904
4,6,Giancarlo FisichellaFIS,Renault,1:14.927
5,1,Michael SchumacherMSC,Ferrari,1:15.006
6,7,Mark WebberWEB,Williams BMW,1:15.070
7,8,Nick HeidfeldHEI,Williams BMW,1:15.403
8,4,Takuma SatoSAT,BAR Honda,1:15.501
9,16,Jarno TrulliTRU,Toyota,1:15.532
10,15,Christian KlienKLI,RBR Cosworth,1:15.635
11,14,David CoulthardCOU,RBR Cosworth,1:15.679
12,17,Ralf SchumacherRSC,Toyota,1:15.689
13,12,Felipe MassaMAS,Sauber Petronas,1:16.009
14,11,Jacques VilleneuveVIL,Sauber Petronas,1:16.012
15,2,Rubens BarrichelloBAR,Ferrari,1:16.230
16,21,Christijan AlbersALB,Minardi Cosworth,1:17.519
17,20,Robert DoornbosDOO,Minardi Cosworth,1:18.313
18,18,Tiago MonteiroMON,Jordan Toyota,1:18.599
19,19,Narain KarthikeyanKAR,Jordan Toyota,
20,10,Juan Pablo MontoyaMOY,McLaren Mercedes,
