Pos,No,Driver,Car,Time
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:21.054
2,5,Fernando AlonsoALO,Renault,1:21.319
3,3,Jenson ButtonBUT,BAR Honda,1:21.369
4,4,Takuma SatoSAT,BAR Honda,1:21.477
5,16,Jarno TrulliTRU,Toyota,1:21.640
6,1,Michael SchumacherMSC,Ferrari,1:21.721
7,2,Rubens BarrichelloBAR,Ferrari,1:21.962
8,6,Giancarlo FisichellaFIS,Renault,1:22.068
9,17,Ralf SchumacherRSC,Toyota,1:22.266
10,14,David CoulthardCOU,RBR Cosworth,1:22.304
11,9,Kimi RäikkönenRAI,McLaren Mercedes,1:20.878
12,11,Jacques VilleneuveVIL,Sauber Petronas,1:22.356
13,15,Christian KlienKLI,RBR Cosworth,1:22.532
14,7,Mark WebberWEB,Williams BMW,1:22.560
15,12,Felipe MassaMAS,Sauber Petronas,1:23.060
16,8,Antonio PizzoniaPIZ,Williams BMW,1:23.291
17,18,Tiago MonteiroMON,Jordan Toyota,1:24.666
18,20,Robert DoornbosDOO,Minardi Cosworth,1:24.904
19,19,Narain KarthikeyanKAR,Jordan Toyota,1:25.859
20,21,Christijan AlbersALB,Minardi Cosworth,1:26.964
