Pos,No,Driver,Car,Time
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:46.391
2,9,Kimi RäikkönenRAI,McLaren Mercedes,1:46.440
3,16,Jarno TrulliTRU,Toyota,1:46.596
4,5,Fernando AlonsoALO,Renault,1:46.760
5,17,Ralf SchumacherRSC,Toyota,1:47.401
6,1,Michael SchumacherMSC,Ferrari,1:47.476
7,12,Felipe MassaMAS,Sauber Petronas,1:47.867
8,3,Jenson ButtonBUT,BAR Honda,1:47.978
9,7,Mark WebberWEB,Williams BMW,1:48.071
10,4,Takuma SatoSAT,BAR Honda,1:48.353
11,14,David CoulthardCOU,RBR Cosworth,1:48.508
12,2,Rubens BarrichelloBAR,Ferrari,1:48.550
13,6,Giancarlo FisichellaFIS,Renault,1:46.497
14,11,Jacques VilleneuveVIL,Sauber Petronas,1:48.889
15,8,Antonio PizzoniaPIZ,Williams BMW,1:48.898
16,15,Christian KlienKLI,RBR Cosworth,1:48.994
17,20,Robert DoornbosDOO,Minardi Cosworth,1:49.779
18,21,Christijan AlbersALB,Minardi Cosworth,1:49.842
19,18,Tiago MonteiroMON,Jordan Toyota,1:51.498
20,19,Narain KarthikeyanKAR,Jordan Toyota,1:51.675
