Pos,No,Driver,Car,Time
1,6,Giancarlo FisichellaFIS,Renault,3:01.460
2,16,Jarno TrulliTRU,Toyota,3:04.429
3,7,Mark WebberWEB,Williams BMW,3:04.996
4,11,Jacques VilleneuveVIL,Sauber Petronas,3:06.846
5,14,David CoulthardCOU,RBR Cosworth,3:07.212
6,15,Christian KlienKLI,RBR Cosworth,3:07.477
7,8,Nick HeidfeldHEI,Williams BMW,3:09.130
8,3,Jenson ButtonBUT,BAR Honda,3:12.128
9,10,Juan Pablo MontoyaMOY,McLaren Mercedes,3:14.645
10,9,Kimi RäikkönenRAI,McLaren Mercedes,3:15.558
11,2,Rubens BarrichelloBAR,Ferrari,3:16.822
12,19,Narain KarthikeyanKAR,Jordan Toyota,3:17.092
13,5,Fernando AlonsoALO,Renault,3:17.466
14,18,Tiago MonteiroMON,Jordan Toyota,3:20.329
15,17,Ralf SchumacherRSC,Toyota,3:22.717
16,20,Patrick Friesacher FRI,Minardi Cosworth,3:28.363
17,21,Christijan AlbersALB,Minardi Cosworth,1:49.230
18,12,Felipe MassaMAS,Sauber Petronas,
19,1,Michael SchumacherMSC,Ferrari,1:57.931
20,4,Takuma SatoSAT,BAR Honda,
