Pos,No,Driver,Car,Time
1,9,Kimi RäikkönenRAI,McLaren Mercedes,2:42.880
2,5,Fernando AlonsoALO,Renault,2:43.441
3,3,Jenson ButtonBUT,BAR Honda,2:44.105
4,7,Mark WebberWEB,Williams BMW,2:44.511
5,16,Jarno TrulliTRU,Toyota,2:44.518
6,4,Takuma SatoSAT,BAR Honda,2:44.658
7,10,Alexander WurzWUR,McLaren Mercedes,2:44.689
8,8,Nick HeidfeldHEI,Williams BMW,2:45.196
9,2,Rubens BarrichelloBAR,Ferrari,2:45.243
10,17,Ralf SchumacherRSC,Toyota,2:45.416
11,11,Jacques VilleneuveVIL,Sauber Petronas,2:46.259
12,6,Giancarlo FisichellaFIS,Renault,2:46.710
13,1,Michael SchumacherMSC,Ferrari,2:47.244
14,14,David CoulthardCOU,RBR Cosworth,2:48.070
15,15,Vitantonio LiuzziLIU,RBR Cosworth,2:48.155
16,19,Narain KarthikeyanKAR,Jordan Toyota,2:52.099
17,18,Tiago MonteiroMON,Jordan Toyota,2:54.252
18,12,Felipe MassaMAS,Sauber Petronas,2:44.930
19,20,Patrick Friesacher FRI,Minardi Cosworth,2:57.048
20,21,Christijan AlbersALB,Minardi Cosworth,1:25.921
