Pos,No,Driver,Car,Time
1,9,Kimi RäikkönenRAI,McLaren Mercedes,2:31.421
2,7,Mark WebberWEB,Williams BMW,2:31.668
3,5,Fernando AlonsoALO,Renault,2:31.691
4,17,Ralf SchumacherRSC,Toyota,2:31.917
5,16,Jarno TrulliTRU,Toyota,2:31.995
6,6,Giancarlo FisichellaFIS,Renault,2:32.830
7,10,Juan Pablo MontoyaMOY,McLaren Mercedes,2:33.472
8,1,Michael SchumacherMSC,Ferrari,2:33.551
9,14,David CoulthardCOU,RBR Cosworth,2:34.168
10,12,Felipe MassaMAS,Sauber Petronas,2:34.224
11,15,Vitantonio LiuzziLIU,RBR Cosworth,2:35.302
12,11,Jacques VilleneuveVIL,Sauber Petronas,2:36.480
13,19,Narain KarthikeyanKAR,Jordan Toyota,2:39.268
14,21,Christijan AlbersALB,Minardi Cosworth,2:41.141
15,20,Patrick Friesacher FRI,Minardi Cosworth,2:42.759
16,2,Rubens BarrichelloBAR,Ferrari,1:15.746
17,8,Nick HeidfeldHEI,Williams BMW,1:15.038
18,18,Tiago MonteiroMON,Jordan Toyota,2:39.943
