Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:19.882
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:20.779
3,16,Jarno TrulliTRU,Toyota,1:20.839
4,9,Kimi RäikkönenRAI,McLaren Mercedes,1:20.891
5,17,Ralf SchumacherRSC,Toyota,1:20.964
6,5,Fernando AlonsoALO,Renault,1:21.141
7,2,Rubens BarrichelloBAR,Ferrari,1:21.158
8,3,Jenson ButtonBUT,BAR Honda,1:21.302
9,6,Giancarlo FisichellaFIS,Renault,1:21.333
10,4,Takuma SatoSAT,BAR Honda,1:21.787
11,15,Christian KlienKLI,RBR Cosworth,1:21.937
12,8,Nick HeidfeldHEI,Williams BMW,1:22.086
13,14,David CoulthardCOU,RBR Cosworth,1:22.279
14,12,Felipe MassaMAS,Sauber Petronas,1:22.565
15,11,Jacques VilleneuveVIL,Sauber Petronas,1:22.866
16,7,Mark WebberWEB,Williams BMW,1:23.495
17,21,Christijan AlbersALB,Minardi Cosworth,1:24.443
18,19,Narain KarthikeyanKAR,Jordan Toyota,1:25.057
19,20,Robert DoornbosDOO,Minardi Cosworth,1:25.484
20,18,Tiago MonteiroMON,Jordan Toyota,
