Pos,No,Driver,Car,Time
1,9,Kimi RäikkönenRAI,McLaren Mercedes,2:30.323
2,5,Fernando AlonsoALO,Renault,2:30.406
3,7,Mark WebberWEB,Williams BMW,2:31.656
4,6,Giancarlo FisichellaFIS,Renault,2:32.100
5,16,Jarno TrulliTRU,Toyota,2:32.590
6,8,Nick HeidfeldHEI,Williams BMW,2:32.883
7,14,David CoulthardCOU,RBR Cosworth,2:33.867
8,1,Michael SchumacherMSC,Ferrari,2:34.736
9,11,Jacques VilleneuveVIL,Sauber Petronas,2:34.936
10,2,Rubens BarrichelloBAR,Ferrari,2:34.983
11,12,Felipe MassaMAS,Sauber Petronas,2:35.120
12,15,Vitantonio LiuzziLIU,RBR Cosworth,2:37.152
13,20,Patrick Friesacher FRI,Minardi Cosworth,2:40.810
14,21,Christijan AlbersALB,Minardi Cosworth,2:42.206
15,18,Tiago MonteiroMON,Jordan Toyota,2:43.078
16,10,Juan Pablo MontoyaMOY,McLaren Mercedes,
17,19,Narain KarthikeyanKAR,Jordan Toyota,2:43.442
18,17,Ralf SchumacherRSC,Toyota,
