Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:43.184,,19
2,16,Charles LeclercLEC,Ferrari,1:43.227,+0.043s,20
3,55,Carlos SainzSAI,Ferrari,1:43.521,+0.337s,20
4,11,Sergio PerezPER,Red Bull Racing Honda,1:43.630,+0.446s,17
5,3,Daniel RicciardoRIC,McLaren Mercedes,1:43.732,+0.548s,25
6,10,Pierre GaslyGAS,AlphaTauri Honda,1:43.757,+0.573s,23
7,44,Lewis HamiltonHAM,Mercedes,1:43.893,+0.709s,20
8,4,Lando NorrisNOR,McLaren Mercedes,1:43.996,+0.812s,20
9,14,Fernando AlonsoALO,Alpine Renault,1:44.777,+1.593s,25
10,77,Valtteri BottasBOT,Mercedes,1:44.891,+1.707s,20
11,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:44.943,+1.759s,18
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:45.092,+1.908s,20
13,18,Lance StrollSTR,Aston Martin Mercedes,1:45.234,+2.050s,23
14,22,Yuki TsunodaTSU,AlphaTauri Honda,1:45.384,+2.200s,25
15,5,Sebastian VettelVET,Aston Martin Mercedes,1:45.415,+2.231s,24
16,31,Esteban OconOCO,Alpine Renault,1:45.446,+2.262s,23
17,63,George RussellRUS,Williams Mercedes,1:45.452,+2.268s,24
18,6,Nicholas LatifiLAT,Williams Mercedes,1:45.774,+2.590s,22
19,47,Mick SchumacherMSC,Haas Ferrari,1:46.899,+3.715s,20
20,9,Nikita MazepinMAZ,Haas Ferrari,1:46.945,+3.761s,18
