Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:27.035,,23
2,4,Lando NorrisNOR,McLaren Mercedes,1:27.814,+0.779s,26
3,44,Lewis HamiltonHAM,Mercedes,1:27.815,+0.780s,30
4,16,Charles LeclercLEC,Ferrari,1:27.828,+0.793s,26
5,77,Valtteri BottasBOT,Mercedes,1:27.897,+0.862s,30
6,55,Carlos SainzSAI,Ferrari,1:27.923,+0.888s,25
7,5,Sebastian VettelVET,Aston Martin Mercedes,1:28.062,+1.027s,23
8,11,Sergio PerezPER,Red Bull Racing Honda,1:28.163,+1.128s,25
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:28.211,+1.176s,28
10,31,Esteban OconOCO,Alpine Renault,1:28.415,+1.380s,24
11,10,Pierre GaslyGAS,AlphaTauri Honda,1:28.449,+1.414s,28
12,22,Yuki TsunodaTSU,AlphaTauri Honda,1:28.600,+1.565s,29
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:28.827,+1.792s,26
14,14,Fernando AlonsoALO,Alpine Renault,1:28.873,+1.838s,24
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:29.220,+2.185s,27
16,6,Nicholas LatifiLAT,Williams Mercedes,1:29.227,+2.192s,27
17,47,Mick SchumacherMSC,Haas Ferrari,1:29.227,+2.192s,24
18,18,Lance StrollSTR,Aston Martin Mercedes,1:29.597,+2.562s,21
19,9,Nikita MazepinMAZ,Haas Ferrari,1:29.808,+2.773s,23
20,63,George RussellRUS,Williams Mercedes,1:29.857,+2.822s,29
