Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:09.050,,31
2,33,Max VerstappenVER,Red Bull Racing Honda,1:09.417,+0.367s,22
3,11,Sergio PerezPER,Red Bull Racing Honda,1:09.492,+0.442s,28
4,77,Valtteri BottasBOT,Mercedes,1:09.567,+0.517s,30
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:09.880,+0.830s,32
6,55,Carlos SainzSAI,Ferrari,1:10.124,+1.074s,31
7,16,Charles LeclercLEC,Ferrari,1:10.142,+1.092s,32
8,31,Esteban OconOCO,Alpine Renault,1:10.145,+1.095s,27
9,14,Fernando AlonsoALO,Alpine Renault,1:10.201,+1.151s,26
10,18,Lance StrollSTR,Aston Martin Mercedes,1:10.352,+1.302s,27
11,22,Yuki TsunodaTSU,AlphaTauri Honda,1:10.374,+1.324s,33
12,5,Sebastian VettelVET,Aston Martin Mercedes,1:10.413,+1.363s,28
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:10.443,+1.393s,31
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:10.587,+1.537s,31
15,4,Lando NorrisNOR,McLaren Mercedes,1:10.610,+1.560s,27
16,47,Mick SchumacherMSC,Haas Ferrari,1:10.885,+1.835s,27
17,6,Nicholas LatifiLAT,Williams Mercedes,1:10.902,+1.852s,23
18,63,George RussellRUS,Williams Mercedes,1:10.938,+1.888s,24
19,3,Daniel RicciardoRIC,McLaren Mercedes,1:10.990,+1.940s,25
20,9,Nikita MazepinMAZ,Haas Ferrari,1:11.342,+2.292s,28
