Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:20.926,,28
2,33,Max VerstappenVER,Red Bull Racing Honda,1:21.378,+0.452s,22
3,77,Valtteri BottasBOT,Mercedes,1:21.451,+0.525s,29
4,18,Lance StrollSTR,Aston Martin Mercedes,1:21.676,+0.750s,23
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:21.719,+0.793s,28
6,5,Sebastian VettelVET,Aston Martin Mercedes,1:21.824,+0.898s,26
7,55,Carlos SainzSAI,Ferrari,1:21.914,+0.988s,26
8,14,Fernando AlonsoALO,Alpine Renault,1:21.926,+1.000s,24
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:22.003,+1.077s,27
10,11,Sergio PerezPER,Red Bull Racing Honda,1:22.039,+1.113s,23
11,16,Charles LeclercLEC,Ferrari,1:22.102,+1.176s,25
12,4,Lando NorrisNOR,McLaren Mercedes,1:22.103,+1.177s,27
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:22.270,+1.344s,26
14,22,Yuki TsunodaTSU,AlphaTauri Honda,1:22.530,+1.604s,31
15,31,Esteban OconOCO,Alpine Renault,1:22.534,+1.608s,27
16,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,1:23.009,+2.083s,28
17,63,George RussellRUS,Williams Mercedes,1:23.092,+2.166s,31
18,6,Nicholas LatifiLAT,Williams Mercedes,1:23.442,+2.516s,30
19,9,Nikita MazepinMAZ,Haas Ferrari,1:23.445,+2.519s,23
20,47,Mick SchumacherMSC,Haas Ferrari,1:23.551,+2.625s,23
