Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:17.555,,21
2,77,Valtteri BottasBOT,Mercedes,1:17.616,+0.061s,26
3,44,Lewis HamiltonHAM,Mercedes,1:17.722,+0.167s,25
4,55,Carlos SainzSAI,Ferrari,1:18.115,+0.560s,24
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:18.181,+0.626s,27
6,14,Fernando AlonsoALO,Alpine Renault,1:18.385,+0.830s,26
7,16,Charles LeclercLEC,Ferrari,1:18.391,+0.836s,23
8,11,Sergio PerezPER,Red Bull Racing Honda,1:18.466,+0.911s,20
9,4,Lando NorrisNOR,McLaren Mercedes,1:18.649,+1.094s,26
10,18,Lance StrollSTR,Aston Martin Mercedes,1:18.755,+1.200s,25
11,31,Esteban OconOCO,Alpine Renault,1:18.765,+1.210s,26
12,22,Yuki TsunodaTSU,AlphaTauri Honda,1:18.770,+1.215s,18
13,5,Sebastian VettelVET,Aston Martin Mercedes,1:18.989,+1.434s,22
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:19.265,+1.710s,27
15,63,George RussellRUS,Williams Mercedes,1:19.724,+2.169s,24
16,6,Nicholas LatifiLAT,Williams Mercedes,1:19.824,+2.269s,24
17,47,Mick SchumacherMSC,Haas Ferrari,1:20.383,+2.828s,26
18,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,1:20.639,+3.084s,23
19,9,Nikita MazepinMAZ,Haas Ferrari,1:20.992,+3.437s,23
20,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:21.889,+4.334s,5
