Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:18.504,,25
2,33,Max VerstappenVER,Red Bull Racing Honda,1:18.537,+0.033s,19
3,44,Lewis HamiltonHAM,Mercedes,1:18.627,+0.123s,22
4,4,Lando NorrisNOR,McLaren Mercedes,1:18.944,+0.440s,24
5,16,Charles LeclercLEC,Ferrari,1:18.996,+0.492s,25
6,55,Carlos SainzSAI,Ferrari,1:19.020,+0.516s,22
7,10,Pierre GaslyGAS,AlphaTauri Honda,1:19.062,+0.558s,26
8,5,Sebastian VettelVET,Aston Martin Mercedes,1:19.234,+0.730s,24
9,11,Sergio PerezPER,Red Bull Racing Honda,1:19.349,+0.845s,17
10,18,Lance StrollSTR,Aston Martin Mercedes,1:19.429,+0.925s,25
11,22,Yuki TsunodaTSU,AlphaTauri Honda,1:19.669,+1.165s,22
12,31,Esteban OconOCO,Alpine Renault,1:19.681,+1.177s,25
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:19.694,+1.190s,23
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:19.732,+1.228s,24
15,14,Fernando AlonsoALO,Alpine Renault,1:19.950,+1.446s,25
16,6,Nicholas LatifiLAT,Williams Mercedes,1:20.270,+1.766s,25
17,45,Roy NissanyNIS,Williams Mercedes,1:20.700,+2.196s,23
18,47,Mick SchumacherMSC,Haas Ferrari,1:20.766,+2.262s,23
19,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,1:21.887,+3.383s,13
20,9,Nikita MazepinMAZ,Haas Ferrari,1:21.976,+3.472s,22
