Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:25.009,,23
2,77,Valtteri BottasBOT,Mercedes,1:25.205,+0.196s,27
3,44,Lewis HamiltonHAM,Mercedes,1:25.355,+0.346s,25
4,11,Sergio PerezPER,Red Bull Racing Honda,1:25.363,+0.354s,24
5,22,Yuki TsunodaTSU,AlphaTauri Honda,1:25.378,+0.369s,23
6,14,Fernando AlonsoALO,Alpine Renault,1:25.625,+0.616s,26
7,10,Pierre GaslyGAS,AlphaTauri Honda,1:25.822,+0.813s,28
8,16,Charles LeclercLEC,Ferrari,1:25.846,+0.837s,20
9,55,Carlos SainzSAI,Ferrari,1:25.886,+0.877s,26
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:26.007,+0.998s,26
11,31,Esteban OconOCO,Alpine Renault,1:26.025,+1.016s,25
12,4,Lando NorrisNOR,McLaren Mercedes,1:26.123,+1.114s,26
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:26.189,+1.180s,25
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:26.409,+1.400s,25
15,18,Lance StrollSTR,Aston Martin Mercedes,1:26.608,+1.599s,26
16,3,Daniel RicciardoRIC,McLaren Mercedes,1:26.676,+1.667s,29
17,89,Jack AitkenAIT,Williams Mercedes,1:27.481,+2.472s,27
18,6,Nicholas LatifiLAT,Williams Mercedes,1:27.487,+2.478s,27
19,47,Mick SchumacherMSC,Haas Ferrari,1:27.698,+2.689s,24
20,9,Nikita MazepinMAZ,Haas Ferrari,1:28.305,+3.296s,22
