Pos,No,Driver,Car,Time
1,1,Nelson PiquetPIQ,Brabham BMW,1:21.703
2,7,Alain ProstPRO,McLaren TAG,1:21.774
3,19,Ayrton SennaSEN,Toleman Hart,1:21.936
4,6,Keke RosbergROS,Williams Honda,1:22.049
5,11,Elio de AngelisDEA,Lotus Renault,1:22.291
6,12,Nigel MansellMAN,Lotus Renault,1:22.319
7,15,Patrick TambayTAM,Renault,1:22.583
8,27,Michele AlboretoALB,Ferrari,1:22.686
9,16,Derek WarwickWAR,Renault,1:22.801
10,20,Stefan JohanssonJOH,Toleman Hart,1:22.942
11,8,Niki LaudaLAU,McLaren TAG,1:23.183
12,22,Riccardo PatresePAT,Alfa Romeo,1:24.048
13,33,Philippe StreiffSTR,Renault,1:24.089
14,23,Eddie  CheeverCHE,Alfa Romeo,1:24.235
15,5,Jacques LaffiteLAF,Williams Honda,1:24.437
16,17,Marc SurerSUR,Arrows BMW,1:24.688
17,28,Rene ArnouxARN,Ferrari,1:24.848
18,18,Thierry BoutsenBOU,Arrows BMW,1:25.115
19,2,Manfred WinkelhockWIN,Brabham BMW,1:25.289
20,26,Andrea de CesarisDEC,Ligier Renault,1:26.082
21,25,Francois HesnaultHES,Ligier Renault,1:26.701
22,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:26.840
23,14,Gerhard BergerBER,ATS BMW,1:28.106
24,30,Jo GartnerGAR,Osella Alfa Romeo,1:28.229
25,21,Mauro BaldiBAL,Spirit Ford,1:29.001
26,10,Jonathan  PalmerPAL,RAM Hart,1:29.397
27,9,Philippe AlliotALL,RAM Hart,1:30.406
