Pos,No,Driver,Car,Time
1,7,Alain ProstPRO,McLaren TAG,1:22.661
2,12,Nigel MansellMAN,Lotus Renault,1:22.752
3,28,Rene ArnouxARN,Ferrari,1:22.935
4,27,Michele AlboretoALB,Ferrari,1:22.937
5,16,Derek WarwickWAR,Renault,1:23.237
6,15,Patrick TambayTAM,Renault,1:23.414
7,26,Andrea de CesarisDEC,Ligier Renault,1:23.578
8,8,Niki LaudaLAU,McLaren TAG,1:23.886
9,1,Nelson PiquetPIQ,Brabham BMW,1:23.918
10,6,Keke RosbergROS,Williams Honda,1:24.151
11,11,Elio de AngelisDEA,Lotus Renault,1:24.426
12,14,Manfred WinkelhockWIN,ATS BMW,1:24.473
13,19,Ayrton SennaSEN,Toleman Hart,1:25.009
14,22,Riccardo PatresePAT,Alfa Romeo,1:25.101
15,2,Corrado FabiFAB,Brabham BMW,1:25.290
16,5,Jacques LaffiteLAF,Williams Honda,1:25.719
17,25,Francois HesnaultHES,Ligier Renault,1:25.815
18,20,Johnny CecottoCEC,Toleman Hart,1:25.872
19,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:25.877
