Pos,No,Driver,Car,Time
1,27,Michele AlboretoALB,Ferrari,1:14.846
2,28,Rene ArnouxARN,Ferrari,1:15.398
3,6,Keke RosbergROS,Williams Honda,1:15.414
4,16,Derek WarwickWAR,Renault,1:15.611
5,11,Elio de AngelisDEA,Lotus Renault,1:15.979
6,14,Manfred WinkelhockWIN,ATS BMW,1:16.130
7,22,Riccardo PatresePAT,Alfa Romeo,1:16.431
8,7,Alain ProstPRO,McLaren TAG,1:16.587
9,1,Nelson PiquetPIQ,Brabham BMW,1:16.604
10,12,Nigel MansellMAN,Lotus Renault,1:16.720
11,23,Eddie  CheeverCHE,Alfa Romeo,1:16.746
12,15,Patrick TambayTAM,Renault,1:17.171
13,26,Andrea de CesarisDEC,Ligier Renault,1:17.471
14,8,Niki LaudaLAU,McLaren TAG,1:18.071
15,5,Jacques LaffiteLAF,Williams Honda,1:18.125
16,20,Johnny CecottoCEC,Toleman Hart,1:18.321
17,18,Thierry BoutsenBOU,Arrows BMW,1:18.351
18,2,Teo FabiFAB,Brabham BMW,1:18.848
19,19,Ayrton SennaSEN,Toleman Hart,1:18.876
20,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:19.734
21,25,Francois HesnaultHES,Ligier Renault,1:20.439
22,17,Marc SurerSUR,Arrows BMW,1:20.615
23,21,Mauro BaldiBAL,Spirit Ford,1:20.644
24,10,Jonathan  PalmerPAL,RAM Hart,1:20.793
