Pos,No,Driver,Car,Time
1,1,Nelson PiquetPIQ,Brabham BMW,1:28.517
2,7,Alain ProstPRO,McLaren TAG,1:28.628
3,6,Keke RosbergROS,Williams Honda,1:29.418
4,16,Derek WarwickWAR,Renault,1:29.682
5,8,Niki LaudaLAU,McLaren TAG,1:30.325
6,28,Rene ArnouxARN,Ferrari,1:30.411
7,14,Manfred WinkelhockWIN,ATS BMW,1:30.723
8,23,Eddie  CheeverCHE,Alfa Romeo,1:30.843
9,2,Teo FabiFAB,Brabham BMW,1:30.950
10,22,Riccardo PatresePAT,Alfa Romeo,1:31.163
11,11,Elio de AngelisDEA,Lotus Renault,1:31.173
12,26,Andrea de CesarisDEC,Ligier Renault,1:31.256
13,27,Michele AlboretoALB,Ferrari,1:31.282
14,15,Patrick TambayTAM,Renault,1:31.663
15,5,Jacques LaffiteLAF,Williams Honda,1:32.600
16,17,Marc SurerSUR,Arrows BMW,1:33.063
17,25,Francois HesnaultHES,Ligier Renault,1:33.186
18,12,Nigel MansellMAN,Lotus Renault,1:34.477
19,20,Johnny CecottoCEC,Toleman Hart,1:35.568
20,18,Thierry BoutsenBOU,Arrows BMW,1:36.018
21,9,Philippe AlliotALL,RAM Hart,1:36.733
22,21,Mauro BaldiBAL,Spirit Ford,1:36.916
23,10,Jonathan  PalmerPAL,RAM Hart,1:37.262
24,30,Jo GartnerGAR,Osella Alfa Romeo,1:38.948
