Pos,No,Driver,Car,Time
1,7,Alain ProstPRO,McLaren TAG,1:13.567
2,1,Nelson PiquetPIQ,Brabham BMW,1:13.872
3,11,Elio de AngelisDEA,Lotus Renault,1:13.883
4,16,Derek WarwickWAR,Renault,1:14.405
5,15,Patrick TambayTAM,Renault,1:14.566
6,8,Niki LaudaLAU,McLaren TAG,1:14.866
7,6,Keke RosbergROS,Williams Honda,1:15.117
8,5,Jacques LaffiteLAF,Williams Honda,1:15.231
9,27,Michele AlboretoALB,Ferrari,1:15.264
10,2,Teo FabiFAB,Brabham BMW,1:15.338
11,18,Thierry BoutsenBOU,Arrows BMW,1:15.735
12,12,Nigel MansellMAN,Lotus Renault,1:15.811
13,19,Ayrton SennaSEN,Toleman Hart,1:15.960
14,26,Andrea de CesarisDEC,Ligier Renault,1:16.070
15,28,Rene ArnouxARN,Ferrari,1:16.121
16,14,Manfred WinkelhockWIN,ATS BMW,1:16.450
17,23,Eddie  CheeverCHE,Alfa Romeo,1:16.991
18,22,Riccardo PatresePAT,Alfa Romeo,1:17.124
19,17,Marc SurerSUR,Arrows BMW,1:17.368
20,25,Francois HesnaultHES,Ligier Renault,1:17.905
21,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:19.454
22,10,Jonathan  PalmerPAL,RAM Hart,1:19.598
23,30,Jo GartnerGAR,Osella Alfa Romeo,1:20.017
24,9,Philippe AlliotALL,RAM Hart,1:20.270
25,21,Huub RothengatterROT,Spirit Ford,1:21.063
