Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Kimi RäikkönenRAI,McLaren Mercedes,14,1:32.621,200.092
2,4,Ralf SchumacherRSC,Williams BMW,34,1:32.826,199.650
3,1,Michael SchumacherMSC,Ferrari,34,1:32.904,199.483
4,3,Juan Pablo MontoyaMOY,Williams BMW,59,1:33.094,199.076
5,2,Rubens BarrichelloBAR,Ferrari,15,1:33.200,198.849
6,5,David CoulthardCOU,McLaren Mercedes,12,1:33.236,198.773
7,8,Fernando AlonsoALO,Renault,17,1:33.307,198.621
8,7,Jarno TrulliTRU,Renault,13,1:33.348,198.534
9,21,Cristiano da MattaDAM,Toyota,15,1:33.398,198.428
10,20,Olivier PanisPAN,Toyota,8,1:33.583,198.035
11,10,Heinz-Harald FrentzenFRE,Sauber Petronas,33,1:33.994,197.170
12,14,Mark WebberWEB,Jaguar Cosworth,37,1:34.191,196.757
13,17,Jenson ButtonBUT,BAR Honda,14,1:34.208,196.722
14,9,Nick HeidfeldHEI,Sauber Petronas,23,1:34.541,196.029
15,11,Giancarlo FisichellaFIS,Jordan Ford,29,1:34.656,195.791
16,15,Antonio PizzoniaPIZ,Jaguar Cosworth,47,1:34.915,195.256
17,16,Jacques VilleneuveVIL,BAR Honda,45,1:35.100,194.876
18,12,Ralph FirmanFIR,Jordan Ford,29,1:35.328,194.410
19,18,Justin WilsonWIL,Minardi Cosworth,19,1:36.709,191.634
20,19,Jos VerstappenVER,Minardi Cosworth,3,1:37.365,190.343
