Pos,No,Driver,Car,Lap,Time,Avg speed
1,8,Fernando AlonsoALO,Renault,53,1:16.040,206.465
2,3,Juan Pablo MontoyaMOY,Williams BMW,39,1:16.349,205.629
3,2,Rubens BarrichelloBAR,Ferrari,35,1:16.368,205.578
4,1,Michael SchumacherMSC,Ferrari,46,1:16.378,205.551
5,4,Ralf SchumacherRSC,Williams BMW,48,1:16.599,204.958
6,6,Kimi RäikkönenRAI,McLaren Mercedes,67,1:16.699,204.691
7,5,David CoulthardCOU,McLaren Mercedes,23,1:17.088,203.658
8,11,Giancarlo FisichellaFIS,Jordan Ford,20,1:17.186,203.399
9,15,Antonio PizzoniaPIZ,Jaguar Cosworth,54,1:17.324,203.036
10,17,Jenson ButtonBUT,BAR Honda,22,1:17.562,202.413
11,14,Mark WebberWEB,Jaguar Cosworth,45,1:17.592,202.335
12,9,Nick HeidfeldHEI,Sauber Petronas,44,1:17.769,201.874
13,21,Cristiano da MattaDAM,Toyota,38,1:17.787,201.828
14,20,Olivier PanisPAN,Toyota,40,1:17.904,201.524
15,18,Justin WilsonWIL,Minardi Cosworth,42,1:18.039,201.176
16,19,Jos VerstappenVER,Minardi Cosworth,38,1:18.521,199.941
17,7,Jarno TrulliTRU,Renault,16,1:18.696,199.496
18,12,Ralph FirmanFIR,Jordan Ford,18,1:19.453,197.596
19,16,Jacques VilleneuveVIL,BAR Honda,6,1:19.780,196.786
20,10,Heinz-Harald FrentzenFRE,Sauber Petronas,3,1:20.043,196.139
