Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:19.149
2,5,Sebastian VettelVET,Ferrari,1:19.200
3,77,Valtteri BottasBOT,Mercedes,1:19.373
4,7,Kimi RäikkönenRAI,Ferrari,1:19.439
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:19.706
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:20.175
7,14,Fernando AlonsoALO,McLaren Honda,1:21.048
8,11,Sergio PerezPER,Force India Mercedes,1:21.070
9,19,Felipe MassaMAS,Williams Mercedes,1:21.232
10,31,Esteban OconOCO,Force India Mercedes,1:21.272
11,20,Kevin MagnussenMAG,Haas Ferrari,1:21.329
12,55,Carlos SainzSAI,Toro Rosso,1:21.371
13,27,Nico HulkenbergHUL,Renault,1:21.397
14,8,Romain GrosjeanGRO,Haas Ferrari,1:21.517
15,94,Pascal WehrleinWEH,Sauber Ferrari,1:21.803
16,9,Marcus EricssonERI,Sauber Ferrari,1:22.332
17,30,Jolyon PalmerPAL,Renault,1:22.401
18,18,Lance StrollSTR,Williams Mercedes,1:22.411
19,26,Daniil KvyatKVY,Toro Rosso,1:22.746
20,2,Stoffel VandoorneVAN,McLaren Honda,1:22.532
