Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,Ferrari,1:39.491
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:39.814
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.840
4,7,Kimi RäikkönenRAI,Ferrari,1:40.069
5,44,Lewis HamiltonHAM,Mercedes,1:40.126
6,77,Valtteri BottasBOT,Mercedes,1:40.810
7,27,Nico HulkenbergHUL,Renault,1:41.013
8,14,Fernando AlonsoALO,McLaren Honda,1:41.179
9,2,Stoffel VandoorneVAN,McLaren Honda,1:41.398
10,55,Carlos SainzSAI,Toro Rosso,1:42.056
11,30,Jolyon PalmerPAL,Renault,1:42.107
12,11,Sergio PerezPER,Force India Mercedes,1:42.246
13,26,Daniil KvyatKVY,Toro Rosso,1:42.338
14,31,Esteban OconOCO,Force India Mercedes,1:42.760
15,8,Romain GrosjeanGRO,Haas Ferrari,1:43.883
16,20,Kevin MagnussenMAG,Haas Ferrari,1:43.756
17,19,Felipe MassaMAS,Williams Mercedes,1:44.014
18,18,Lance StrollSTR,Williams Mercedes,1:44.728
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:45.059
20,9,Marcus EricssonERI,Sauber Ferrari,1:45.570
