Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:22.188
2,5,Sebastian VettelVET,Ferrari,1:22.456
3,77,Valtteri BottasBOT,Mercedes,1:22.481
4,7,Kimi RäikkönenRAI,Ferrari,1:23.033
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:23.485
6,8,Romain GrosjeanGRO,Haas Ferrari,1:24.074
7,19,Felipe MassaMAS,Williams Mercedes,1:24.443
8,55,Carlos SainzSAI,Toro Rosso,1:24.487
9,26,Daniil KvyatKVY,Toro Rosso,1:24.512
10,11,Sergio PerezPER,Force India Mercedes,1:25.081
11,27,Nico HulkenbergHUL,Renault,1:25.091
12,14,Fernando AlonsoALO,McLaren Honda,1:25.425
13,31,Esteban OconOCO,Force India Mercedes,1:25.568
14,9,Marcus EricssonERI,Sauber Ferrari,1:26.465
15,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,
16,36,Antonio GiovinazziGIO,Sauber Ferrari,1:26.419
17,20,Kevin MagnussenMAG,Haas Ferrari,1:26.847
18,2,Stoffel VandoorneVAN,McLaren Honda,1:26.858
19,30,Jolyon PalmerPAL,Renault,1:28.244
20,18,Lance StrollSTR,Williams Mercedes,1:27.143
