Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:26.600
2,7,Kimi RäikkönenRAI,Ferrari,1:27.147
3,5,Sebastian VettelVET,Ferrari,1:27.356
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:28.130
5,27,Nico HulkenbergHUL,Renault,1:28.856
6,11,Sergio PerezPER,Force India Mercedes,1:28.902
7,31,Esteban OconOCO,Force India Mercedes,1:29.074
8,2,Stoffel VandoorneVAN,McLaren Honda,1:29.418
9,77,Valtteri BottasBOT,Mercedes,1:27.376
10,8,Romain GrosjeanGRO,Haas Ferrari,1:29.549
11,30,Jolyon PalmerPAL,Renault,1:30.193
12,26,Daniil KvyatKVY,Toro Rosso,1:30.355
13,55,Carlos SainzSAI,Toro Rosso,1:31.368
14,19,Felipe MassaMAS,Williams Mercedes,1:31.482
15,18,Lance StrollSTR,Williams Mercedes,1:42.573
16,20,Kevin MagnussenMAG,Haas Ferrari,1:42.577
17,94,Pascal WehrleinWEH,Sauber Ferrari,1:42.593
18,9,Marcus EricssonERI,Sauber Ferrari,1:42.633
19,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:42.966
20,14,Fernando AlonsoALO,McLaren Honda,1:30.600
