Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:08.322
2,5,Sebastian VettelVET,Ferrari,1:08.360
3,7,Kimi RäikkönenRAI,Ferrari,1:08.538
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:08.925
5,11,Sergio PerezPER,Force India Mercedes,1:09.598
6,14,Fernando AlonsoALO,McLaren Honda,1:09.617
7,27,Nico HulkenbergHUL,Renault,1:09.703
8,55,Carlos SainzSAI,Renault,1:09.805
9,19,Felipe MassaMAS,Williams Mercedes,1:09.841
10,31,Esteban OconOCO,Force India Mercedes,1:09.830
11,8,Romain GrosjeanGRO,Haas Ferrari,1:09.879
12,2,Stoffel VandoorneVAN,McLaren Honda,1:10.116
13,20,Kevin MagnussenMAG,Haas Ferrari,1:10.154
14,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:09.330
15,94,Pascal WehrleinWEH,Sauber Ferrari,1:10.678
16,18,Lance StrollSTR,Williams Mercedes,1:10.776
17,9,Marcus EricssonERI,Sauber Ferrari,1:10.875
18,28,Brendon HartleyHAR,Toro Rosso,
19,10,Pierre GaslyGAS,Toro Rosso,1:10.686
