Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:27.319
2,5,Sebastian VettelVET,Ferrari,1:27.791
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:28.306
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:28.332
5,31,Esteban OconOCO,Force India Mercedes,1:29.111
6,77,Valtteri BottasBOT,Mercedes,1:27.651
7,11,Sergio PerezPER,Force India Mercedes,1:29.260
8,19,Felipe MassaMAS,Williams Mercedes,1:29.480
9,2,Stoffel VandoorneVAN,McLaren Honda,1:29.778
10,7,Kimi RäikkönenRAI,Ferrari,1:28.498
11,27,Nico HulkenbergHUL,Renault,1:29.879
12,20,Kevin MagnussenMAG,Haas Ferrari,1:29.972
13,8,Romain GrosjeanGRO,Haas Ferrari,1:30.849
14,10,Pierre GaslyGAS,Toro Rosso,1:31.317
15,18,Lance StrollSTR,Williams Mercedes,1:31.409
16,9,Marcus EricssonERI,Sauber Ferrari,1:31.597
17,94,Pascal WehrleinWEH,Sauber Ferrari,1:31.885
18,30,Jolyon PalmerPAL,Renault,1:30.022
19,55,Carlos SainzSAI,Toro Rosso,1:30.413
20,14,Fernando AlonsoALO,McLaren Honda,1:30.687
