Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:36.231
2,44,Lewis HamiltonHAM,Mercedes,1:36.403
3,5,Sebastian VettelVET,Ferrari,1:36.777
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:36.959
5,7,Kimi RäikkönenRAI,Ferrari,1:36.985
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:37.328
7,27,Nico HulkenbergHUL,Renault,1:38.282
8,11,Sergio PerezPER,Force India Mercedes,1:38.374
9,31,Esteban OconOCO,Force India Mercedes,1:38.397
10,19,Felipe MassaMAS,Williams Mercedes,1:38.550
11,14,Fernando AlonsoALO,McLaren Honda,1:38.636
12,55,Carlos SainzSAI,Renault,1:38.725
13,2,Stoffel VandoorneVAN,McLaren Honda,1:38.808
14,20,Kevin MagnussenMAG,Haas Ferrari,1:39.298
15,18,Lance StrollSTR,Williams Mercedes,1:39.646
16,8,Romain GrosjeanGRO,Haas Ferrari,1:39.516
17,10,Pierre GaslyGAS,Toro Rosso,1:39.724
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:39.930
19,9,Marcus EricssonERI,Sauber Ferrari,1:39.994
20,28,Brendon HartleyHAR,Toro Rosso,1:40.471
