Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:31.678
2,5,Sebastian VettelVET,Ferrari,1:31.864
3,77,Valtteri BottasBOT,Mercedes,1:31.865
4,7,Kimi RäikkönenRAI,Ferrari,1:32.140
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:33.033
6,19,Felipe MassaMAS,Williams Mercedes,1:33.507
7,27,Nico HulkenbergHUL,Renault,1:33.580
8,11,Sergio PerezPER,Force India Mercedes,1:33.706
9,26,Daniil KvyatKVY,Toro Rosso,1:33.719
10,18,Lance StrollSTR,Williams Mercedes,1:34.220
11,55,Carlos SainzSAI,Toro Rosso,1:34.150
12,20,Kevin MagnussenMAG,Haas Ferrari,1:34.164
13,14,Fernando AlonsoALO,McLaren Honda,1:34.372
14,9,Marcus EricssonERI,Sauber Ferrari,1:35.046
15,2,Stoffel VandoorneVAN,McLaren Honda,1:35.023
16,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:35.433
17,31,Esteban OconOCO,Force India Mercedes,1:35.496
18,36,Antonio GiovinazziGIO,Sauber Ferrari,
19,8,Romain GrosjeanGRO,Haas Ferrari,1:35.223
20,30,Jolyon PalmerPAL,Renault,1:35.279
