Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:11.459
2,5,Sebastian VettelVET,Ferrari,1:11.789
3,77,Valtteri BottasBOT,Mercedes,1:12.177
4,7,Kimi RäikkönenRAI,Ferrari,1:12.252
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:12.403
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:12.557
7,19,Felipe MassaMAS,Williams Mercedes,1:12.858
8,11,Sergio PerezPER,Force India Mercedes,1:13.018
9,31,Esteban OconOCO,Force India Mercedes,1:13.135
10,27,Nico HulkenbergHUL,Renault,1:13.271
11,26,Daniil KvyatKVY,Toro Rosso,1:13.690
12,14,Fernando AlonsoALO,McLaren Honda,1:13.693
13,55,Carlos SainzSAI,Toro Rosso,1:13.756
14,8,Romain GrosjeanGRO,Haas Ferrari,1:13.839
15,30,Jolyon PalmerPAL,Renault,1:14.293
16,2,Stoffel VandoorneVAN,McLaren Honda,1:14.182
17,18,Lance StrollSTR,Williams Mercedes,1:14.209
18,20,Kevin MagnussenMAG,Haas Ferrari,1:14.318
19,9,Marcus EricssonERI,Sauber Ferrari,1:14.495
