Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:28.769
2,44,Lewis HamiltonHAM,Mercedes,1:28.792
3,5,Sebastian VettelVET,Ferrari,1:29.247
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.545
5,7,Kimi RäikkönenRAI,Ferrari,1:29.567
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.687
7,27,Nico HulkenbergHUL,Renault,1:29.842
8,19,Felipe MassaMAS,Williams Mercedes,1:30.074
9,8,Romain GrosjeanGRO,Haas Ferrari,1:30.763
10,30,Jolyon PalmerPAL,Renault,1:31.074
11,26,Daniil KvyatKVY,Toro Rosso,1:30.923
12,18,Lance StrollSTR,Williams Mercedes,1:31.168
13,94,Pascal WehrleinWEH,Sauber Ferrari,1:31.414
14,31,Esteban OconOCO,Force India Mercedes,1:31.684
15,14,Fernando AlonsoALO,McLaren Honda,
16,55,Carlos SainzSAI,Toro Rosso,1:32.118
17,2,Stoffel VandoorneVAN,McLaren Honda,1:32.313
18,11,Sergio PerezPER,Force India Mercedes,1:32.318
19,9,Marcus EricssonERI,Sauber Ferrari,1:32.543
20,20,Kevin MagnussenMAG,Haas Ferrari,1:32.900
