Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:42.553
2,5,Sebastian VettelVET,Ferrari,1:42.795
3,77,Valtteri BottasBOT,Mercedes,1:43.094
4,7,Kimi RäikkönenRAI,Ferrari,1:43.270
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:43.380
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:43.863
7,27,Nico HulkenbergHUL,Renault,1:44.982
8,11,Sergio PerezPER,Force India Mercedes,1:45.244
9,31,Esteban OconOCO,Force India Mercedes,1:45.369
10,14,Fernando AlonsoALO,McLaren Honda,1:45.090
11,8,Romain GrosjeanGRO,Haas Ferrari,1:45.133
12,20,Kevin MagnussenMAG,Haas Ferrari,1:45.400
13,55,Carlos SainzSAI,Toro Rosso,1:45.439
14,30,Jolyon PalmerPAL,Renault,
15,18,Lance StrollSTR,Williams Mercedes,1:46.915
16,19,Felipe MassaMAS,Williams Mercedes,1:45.823
17,9,Marcus EricssonERI,Sauber Ferrari,1:47.214
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:47.679
19,26,Daniil KvyatKVY,Toro Rosso,1:46.028
20,2,Stoffel VandoorneVAN,McLaren Honda,
