Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:35.554
2,18,Lance StrollSTR,Williams Mercedes,1:37.032
3,31,Esteban OconOCO,Force India Mercedes,1:37.719
4,77,Valtteri BottasBOT,Mercedes,1:37.833
5,7,Kimi RäikkönenRAI,Ferrari,1:37.987
6,5,Sebastian VettelVET,Ferrari,1:38.064
7,19,Felipe MassaMAS,Williams Mercedes,1:38.251
8,26,Daniil KvyatKVY,Toro Rosso,1:38.245
9,20,Kevin MagnussenMAG,Haas Ferrari,1:40.489
10,11,Sergio PerezPER,Force India Mercedes,1:37.582
11,9,Marcus EricssonERI,Sauber Ferrari,1:41.732
12,94,Pascal WehrleinWEH,Sauber Ferrari,1:41.875
13,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:36.702
14,27,Nico HulkenbergHUL,Renault,1:38.059
15,55,Carlos SainzSAI,Toro Rosso,1:38.526
16,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:36.841
17,30,Jolyon PalmerPAL,Renault,1:40.646
18,2,Stoffel VandoorneVAN,McLaren Honda,1:39.157
19,14,Fernando AlonsoALO,McLaren Honda,1:38.202
20,8,Romain GrosjeanGRO,Haas Ferrari,1:43.355
