Pos,No,Driver,Car,Time
1,7,Kimi RäikkönenRAI,Ferrari,1:12.178
2,5,Sebastian VettelVET,Ferrari,1:12.221
3,77,Valtteri BottasBOT,Mercedes,1:12.223
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:12.496
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:12.998
6,55,Carlos SainzSAI,Toro Rosso,1:13.162
7,11,Sergio PerezPER,Force India Mercedes,1:13.329
8,8,Romain GrosjeanGRO,Haas Ferrari,1:13.349
9,26,Daniil KvyatKVY,Toro Rosso,1:13.516
10,27,Nico HulkenbergHUL,Renault,1:13.628
11,20,Kevin MagnussenMAG,Haas Ferrari,1:13.959
12,2,Stoffel VandoorneVAN,McLaren Honda,
13,44,Lewis HamiltonHAM,Mercedes,1:14.106
14,19,Felipe MassaMAS,Williams Mercedes,1:20.529
15,31,Esteban OconOCO,Force India Mercedes,1:14.101
16,30,Jolyon PalmerPAL,Renault,1:14.696
17,18,Lance StrollSTR,Williams Mercedes,1:14.893
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:15.159
19,9,Marcus EricssonERI,Sauber Ferrari,1:15.276
