Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,Ferrari,1:16.276
2,7,Kimi RäikkönenRAI,Ferrari,1:16.444
3,77,Valtteri BottasBOT,Mercedes,1:16.530
4,44,Lewis HamiltonHAM,Mercedes,1:16.707
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:16.797
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:16.818
7,14,Fernando AlonsoALO,McLaren Honda,1:17.549
8,2,Stoffel VandoorneVAN,McLaren Honda,1:17.894
9,55,Carlos SainzSAI,Toro Rosso,1:18.912
10,30,Jolyon PalmerPAL,Renault,1:18.415
11,31,Esteban OconOCO,Force India Mercedes,1:18.495
12,27,Nico HulkenbergHUL,Renault,1:17.468
13,11,Sergio PerezPER,Force India Mercedes,1:18.639
14,8,Romain GrosjeanGRO,Haas Ferrari,1:18.771
15,20,Kevin MagnussenMAG,Haas Ferrari,1:19.095
16,26,Daniil KvyatKVY,Toro Rosso,1:18.538
17,18,Lance StrollSTR,Williams Mercedes,1:19.102
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:19.839
19,40,Paul di RestaDIR,Williams Mercedes,1:19.868
20,9,Marcus EricssonERI,Sauber Ferrari,1:19.972
