Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:30.076
2,7,Kimi RäikkönenRAI,Ferrari,1:30.121
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:30.541
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:30.595
5,77,Valtteri BottasBOT,Mercedes,1:30.758
6,31,Esteban OconOCO,Force India Mercedes,1:31.478
7,2,Stoffel VandoorneVAN,McLaren Honda,1:31.582
8,27,Nico HulkenbergHUL,Renault,1:31.607
9,11,Sergio PerezPER,Force India Mercedes,1:31.658
10,14,Fernando AlonsoALO,McLaren Honda,1:31.704
11,19,Felipe MassaMAS,Williams Mercedes,1:32.034
12,30,Jolyon PalmerPAL,Renault,1:32.100
13,18,Lance StrollSTR,Williams Mercedes,1:32.307
14,55,Carlos SainzSAI,Toro Rosso,1:32.402
15,10,Pierre GaslyGAS,Toro Rosso,1:32.558
16,8,Romain GrosjeanGRO,Haas Ferrari,1:33.308
17,20,Kevin MagnussenMAG,Haas Ferrari,1:33.434
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:33.483
19,9,Marcus EricssonERI,Sauber Ferrari,1:33.970
20,5,Sebastian VettelVET,Ferrari,
