Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:04.251
2,5,Sebastian VettelVET,Ferrari,1:04.293
3,7,Kimi RäikkönenRAI,Ferrari,1:04.779
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:04.896
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:04.983
6,8,Romain GrosjeanGRO,Haas Ferrari,1:05.480
7,11,Sergio PerezPER,Force India Mercedes,1:05.605
8,44,Lewis HamiltonHAM,Mercedes,1:04.424
9,31,Esteban OconOCO,Force India Mercedes,1:05.674
10,55,Carlos SainzSAI,Toro Rosso,1:05.726
11,27,Nico HulkenbergHUL,Renault,1:05.597
12,14,Fernando AlonsoALO,McLaren Honda,1:05.602
13,2,Stoffel VandoorneVAN,McLaren Honda,1:05.741
14,26,Daniil KvyatKVY,Toro Rosso,1:05.884
15,20,Kevin MagnussenMAG,Haas Ferrari,
16,30,Jolyon PalmerPAL,Renault,1:06.345
17,19,Felipe MassaMAS,Williams Mercedes,1:06.534
18,18,Lance StrollSTR,Williams Mercedes,1:06.608
19,9,Marcus EricssonERI,Sauber Ferrari,1:06.857
