Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:08.433,,42
2,2,Rubens BarrichelloBAR,Ferrari,1:09.146,+0.713s,32
3,5,Ralf SchumacherRSC,Williams BMW,1:09.216,+0.783s,43
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:09.288,+0.855s,32
5,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:09.426,+0.993s,25
6,8,Felipe MassaMAS,Sauber Petronas,1:09.526,+1.093s,25
7,7,Nick HeidfeldHEI,Sauber Petronas,1:09.592,+1.159s,32
8,4,Kimi RäikkönenRAI,McLaren Mercedes,1:09.752,+1.319s,28
9,12,Olivier PanisPAN,BAR Honda,1:09.780,+1.347s,48
10,11,Jacques VilleneuveVIL,BAR Honda,1:09.873,+1.440s,40
11,25,Allan McNishMCN,Toyota,1:09.972,+1.539s,34
12,24,Mika SaloSAL,Toyota,1:10.004,+1.571s,35
13,3,David CoulthardCOU,McLaren Mercedes,1:10.044,+1.611s,28
14,21,Enrique BernoldiBER,Arrows Cosworth,1:10.090,+1.657s,25
15,14,Jarno TrulliTRU,Renault,1:10.143,+1.710s,32
16,15,Jenson ButtonBUT,Renault,1:10.229,+1.796s,33
17,9,Giancarlo FisichellaFIS,Jordan Honda,1:10.470,+2.037s,41
18,10,Takuma SatoSAT,Jordan Honda,1:11.016,+2.583s,29
19,17,Pedro de la RosaDLR,Jaguar Cosworth,1:11.057,+2.624s,32
20,16,Eddie IrvineIRV,Jaguar Cosworth,1:11.308,+2.875s,34
21,23,Mark WebberWEB,Minardi Asiatech,1:11.991,+3.558s,29
22,22,Alex YoongYOO,Minardi Asiatech,1:12.334,+3.901s,35
