Pos,No,Driver,Car,Time,Gap,Laps
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:21.319,,23
2,1,Michael SchumacherMSC,Ferrari,1:21.328,+0.009s,21
3,2,Rubens BarrichelloBAR,Ferrari,1:21.754,+0.435s,11
4,5,Ralf SchumacherRSC,Williams BMW,1:21.764,+0.445s,25
5,4,Kimi RäikkönenRAI,McLaren Mercedes,1:22.200,+0.881s,31
6,3,David CoulthardCOU,McLaren Mercedes,1:22.522,+1.203s,28
7,17,Pedro de la RosaDLR,Jaguar Cosworth,1:22.642,+1.323s,30
8,16,Eddie IrvineIRV,Jaguar Cosworth,1:22.697,+1.378s,22
9,25,Allan McNishMCN,Toyota,1:22.967,+1.648s,27
10,11,Jacques VilleneuveVIL,BAR Honda,1:23.142,+1.823s,19
11,8,Felipe MassaMAS,Sauber Petronas,1:23.206,+1.887s,28
12,7,Nick HeidfeldHEI,Sauber Petronas,1:23.235,+1.916s,29
13,9,Giancarlo FisichellaFIS,Jordan Honda,1:23.375,+2.056s,32
14,24,Mika SaloSAL,Toyota,1:23.442,+2.123s,28
15,10,Takuma SatoSAT,Jordan Honda,1:23.453,+2.134s,32
16,12,Olivier PanisPAN,BAR Honda,1:23.501,+2.182s,29
17,14,Jarno TrulliTRU,Renault,1:23.712,+2.393s,24
18,15,Jenson ButtonBUT,Renault,1:24.204,+2.885s,15
19,22,Alex YoongYOO,Minardi Asiatech,1:24.744,+3.425s,34
20,23,Mark WebberWEB,Minardi Asiatech,1:25.169,+3.850s,29
