Pos,No,Driver,Car,Time,Gap,Laps
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:36.556,,24
2,4,Kimi RäikkönenRAI,McLaren Mercedes,1:36.648,+0.092s,26
3,5,Ralf SchumacherRSC,Williams BMW,1:36.689,+0.133s,26
4,2,Rubens BarrichelloBAR,Ferrari,1:36.910,+0.354s,17
5,3,David CoulthardCOU,McLaren Mercedes,1:36.976,+0.420s,23
6,1,Michael SchumacherMSC,Ferrari,1:37.045,+0.489s,14
7,15,Jenson ButtonBUT,Renault,1:37.609,+1.053s,18
8,9,Giancarlo FisichellaFIS,Jordan Honda,1:38.215,+1.659s,24
9,8,Felipe MassaMAS,Sauber Petronas,1:38.301,+1.745s,18
10,7,Nick HeidfeldHEI,Sauber Petronas,1:38.320,+1.764s,19
11,24,Mika SaloSAL,Toyota,1:38.366,+1.810s,23
12,21,Enrique BernoldiBER,Arrows Cosworth,1:38.478,+1.922s,20
13,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:38.613,+2.057s,10
14,17,Pedro de la RosaDLR,Jaguar Cosworth,1:38.734,+2.178s,29
15,14,Jarno TrulliTRU,Renault,1:38.796,+2.240s,22
16,10,Takuma SatoSAT,Jordan Honda,1:39.116,+2.560s,25
17,16,Eddie IrvineIRV,Jaguar Cosworth,1:39.319,+2.763s,30
18,25,Allan McNishMCN,Toyota,1:39.349,+2.793s,27
19,11,Jacques VilleneuveVIL,BAR Honda,1:39.442,+2.886s,25
20,12,Olivier PanisPAN,BAR Honda,1:39.490,+2.934s,24
21,23,Mark WebberWEB,Minardi Asiatech,1:40.060,+3.504s,24
22,22,Alex YoongYOO,Minardi Asiatech,1:40.656,+4.100s,26
