Pos,No,Driver,Car,Time,Gap,Laps
1,14,Jarno TrulliTRU,Renault,1:17.429,,25
2,3,David CoulthardCOU,McLaren Mercedes,1:17.506,+0.077s,32
3,6,Juan Pablo MontoyaMOY,Williams BMW,1:17.665,+0.236s,31
4,5,Ralf SchumacherRSC,Williams BMW,1:17.713,+0.284s,30
5,2,Rubens BarrichelloBAR,Ferrari,1:18.309,+0.880s,40
6,1,Michael SchumacherMSC,Ferrari,1:18.471,+1.042s,32
7,15,Jenson ButtonBUT,Renault,1:18.693,+1.264s,27
8,9,Giancarlo FisichellaFIS,Jordan Honda,1:18.895,+1.466s,34
9,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:19.133,+1.704s,35
10,8,Felipe MassaMAS,Sauber Petronas,1:19.146,+1.717s,25
11,7,Nick HeidfeldHEI,Sauber Petronas,1:19.185,+1.756s,28
12,12,Olivier PanisPAN,BAR Honda,1:19.384,+1.955s,40
13,24,Mika SaloSAL,Toyota,1:19.430,+2.001s,31
14,21,Enrique BernoldiBER,Arrows Cosworth,1:19.627,+2.198s,30
15,4,Kimi RäikkönenRAI,McLaren Mercedes,1:19.988,+2.559s,27
16,17,Pedro de la RosaDLR,Jaguar Cosworth,1:20.306,+2.877s,35
17,25,Allan McNishMCN,Toyota,1:20.374,+2.945s,36
18,11,Jacques VilleneuveVIL,BAR Honda,1:20.577,+3.148s,49
19,10,Takuma SatoSAT,Jordan Honda,1:20.853,+3.424s,23
20,23,Mark WebberWEB,Minardi Asiatech,1:20.983,+3.554s,30
21,22,Alex YoongYOO,Minardi Asiatech,1:21.603,+4.174s,36
22,16,Eddie IrvineIRV,Jaguar Cosworth,1:21.739,+4.310s,17
